building_id,pnu,building_name,legal_dong_name,lot_number,longitude,latitude,underground_parking_status,underground_parking_confirmed,underground_floor_count_gis,indoor_parking_slots_max,main_purpose_name,surface_elevation_m,relative_elevation_m,elevation_match_distance_m,terrain_risk,terrain_observed_flood_rate,terrain_lift_vs_average,distance_to_past_flood_m,inside_past_flood_area,static_risk,rain_trigger_level,rain_trigger_rule
1994304165263254124400000000,4725010500101550000,2차 진주맨션,경상북도 상주시 냉림동,155,128.1623069,36.4239957,UNDERGROUND_FLOOR_ONLY,0,1,0.0,공동주택,55.38,5.12,16.0,MODERATE,0.052,0.8,997.7,0,MODERATE,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1998273574893446946100000000,4725042026101350000,,경상북도 상주시 화북면 운흥리,135,127.8230774,36.6005679,UNDERGROUND_FLOOR_ONLY,0,1,0.0,숙박시설,,,232.3,UNKNOWN,,,42943.2,0,UNKNOWN,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1997303569403243702200000000,4725010700100330027,대한적십자 상주병원,경상북도 상주시 남성동,33-27,128.1555249,36.4146699,UNDERGROUND_FLOOR_ONLY,0,1,0.0,의료시설,59.2,7.38,4.1,MODERATE,0.052,0.8,1179.5,0,MODERATE,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1996295507283388947800000000,4725044025102300000,,경상북도 상주시 은척면 문암리,230,128.0674435,36.5463707,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,,,684.8,UNKNOWN,,,17216.6,0,UNKNOWN,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1990295892343372738800000000,4725044021103200000,,경상북도 상주시 은척면 봉중리,320,128.071542,36.5317281,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제1종근린생활시설,118.23,15.87,38.0,LOW,0.004,0.1,15719.5,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1995296084563374751900000000,4725044021103900002,,경상북도 상주시 은척면 봉중리,390-2,128.0737132,36.5335227,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제2종근린생활시설,112.36,10.0,10.6,MODERATE,0.052,0.8,15695.6,0,MODERATE,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
2009305974993280126500000000,4725012700106750003,중덕지자연생태 교육원,경상북도 상주시 중덕동,675-3,128.1828375,36.4472249,UNDERGROUND_FLOOR_ONLY,0,1,0.0,교육연구시설,63.36,16.94,0.7,LOW,0.004,0.1,1363.8,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1993303990963421616300000000,4725025025101330000,,경상북도 상주시 함창읍 교촌리,133,128.1626145,36.5749192,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,85.72,18.24,32.8,LOW,0.004,0.1,15663.8,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1992303904443420383000000000,4725025025101420005,,경상북도 상주시 함창읍 교촌리,142-5,128.1616318,36.5738178,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,82.86,15.38,28.3,LOW,0.004,0.1,15563.8,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1995306560973430757700000000,4725025027100110001,,경상북도 상주시 함창읍 대조리,11-1,128.1914484,36.5828721,UNDERGROUND_FLOOR_ONLY,0,1,0.0,종교시설,,,112.9,UNKNOWN,,,16293.1,0,UNKNOWN,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
0000303750673420101300000000,4725025025101500000,,경상북도 상주시 함창읍 교촌리,150,128.1599102,36.5735804,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,83.69,11.15,20.1,LOW,0.004,0.1,15575.2,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1991303731153419877600000000,4725025025101510004,,경상북도 상주시 함창읍 교촌리,151-4,128.1596891,36.5733811,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,83.69,11.15,10.4,LOW,0.004,0.1,15558.5,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1991303780053419964900000000,4725025025101460000,,경상북도 상주시 함창읍 교촌리,146,128.1602366,36.5734544,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,86.88,19.4,17.4,LOW,0.004,0.1,15554.2,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1988304892113412171300000000,4725025024102290001,,경상북도 상주시 함창읍 증촌리,229-1,128.1725521,36.5663113,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,80.89,19.65,21.5,LOW,0.004,0.1,14553.4,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1988303784183420203000000000,4725025025101470002,,경상북도 상주시 함창읍 교촌리,147-2,128.1602859,36.5736685,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,87.82,20.34,0.1,VERY_LOW,0.0,0.0,15576.5,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
2012302970513234417000000000,4725011000102190004,해오름아파트,경상북도 상주시 낙양동,219-4,128.1487259,36.4063685,CONFIRMED_BASEMENT_PARKING_USE,1,1,8.0,공동주택,67.17,14.68,36.3,LOW,0.004,0.1,1552.0,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1965305006163401984000000000,4725025023102770002,,경상북도 상주시 함창읍 오사리,277-2,128.1736871,36.5571202,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,65.36,4.12,37.7,HIGH,0.148,2.3,13525.4,0,HIGH,호우주의보,3시간 60mm 이상 또는 12시간 110mm 이상
2007312728923210617400000000,4725033021103180001,,경상북도 상주시 낙동면 상촌리,318-1,128.2571462,36.3838317,UNDERGROUND_FLOOR_ONLY,0,1,0.0,노유자시설,,,1193.8,UNKNOWN,,,8868.2,0,UNKNOWN,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1995304439203251601300000000,4725010500100780000,냉림 4주공아파트,경상북도 상주시 냉림동,78,128.1653269,36.4216926,UNDERGROUND_FLOOR_ONLY,0,1,0.0,공동주택,55.09,4.83,8.8,HIGH,0.148,2.3,651.4,0,HIGH,호우주의보,3시간 60mm 이상 또는 12시간 110mm 이상
1995304404533252306500000000,4725010500100780000,냉림 3주공아파트 상가,경상북도 상주시 냉림동,78,128.1649498,36.4223318,UNDERGROUND_FLOOR_ONLY,0,1,0.0,공동주택,55.27,5.01,2.2,MODERATE,0.052,0.8,728.4,0,MODERATE,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1995304510233251873100000000,4725010500100780000,냉림 3주공아파트,경상북도 상주시 냉림동,78,128.1661224,36.4219299,UNDERGROUND_FLOOR_ONLY,0,1,0.0,공동주택,54.26,4.0,9.4,HIGH,0.148,2.3,670.7,0,HIGH,호우주의보,3시간 60mm 이상 또는 12시간 110mm 이상
2008304287023427276000000000,4725025027107720000,,경상북도 상주시 함창읍 대조리,772,128.1659983,36.5799861,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,92.06,24.58,1.2,VERY_LOW,0.0,0.0,16156.0,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1990306586033427123500000000,4725025028106220001,,경상북도 상주시 함창읍 윤직리,622-1,128.191678,36.579595,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,74.98,11.1,26.8,LOW,0.004,0.1,15930.0,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1995305403623391012000000000,4725025032109500000,,경상북도 상주시 함창읍 신흥리,950,128.1779761,36.5471914,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,67.69,6.45,1.3,MODERATE,0.052,0.8,12379.5,0,MODERATE,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1979304247333246582700000000,4725010300100570001,,경상북도 상주시 인봉동,57-1,128.1631205,36.4171919,GIS_ONLY_NO_REGISTER_ROW,0,1,,,57.6,7.34,18.4,MODERATE,0.052,0.8,369.8,0,HIGH,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
2003310606413304900500000000,4725032528107370001,,경상북도 상주시 사벌국면 묵하리,737-1,128.2348389,36.4690226,UNDERGROUND_FLOOR_ONLY,0,1,0.0,동물및식물관련시설,79.64,29.45,19.7,VERY_LOW,0.0,0.0,6312.4,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
0000306712043383688600000000,4725025032103020002,,경상북도 상주시 함창읍 신흥리,302-2,128.1924846,36.5404482,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,76.6,19.35,1.0,LOW,0.004,0.1,11590.0,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1986410636274037992100000000,4793031022101840000,,경상북도 울진군 북면 나곡리,184,129.3704689,37.1123148,PROBABLE_NOT_CONFIRMED_IN_FLOOR_ROWS,0,1,210.0,공동주택,28.74,26.87,5.1,VERY_LOW,0.0,0.0,13405.5,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1997306104973381206800000000,4725025032104020001,,경상북도 상주시 함창읍 신흥리,402-1,128.1856729,36.53828,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,,,104.2,UNKNOWN,,,11342.4,0,UNKNOWN,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1991306003583411097200000000,4725025022105500000,,경상북도 상주시 함창읍 오동리,550,128.1849513,36.5652209,UNDERGROUND_FLOOR_ONLY,0,1,0.0,종교시설,69.74,10.19,65.4,LOW,0.004,0.1,14333.9,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1985303855273251746000000000,4725010900102130005,,경상북도 상주시 무양동,213-5,128.158819,36.4218864,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제2종근린생활시설,58.1,6.28,6.8,MODERATE,0.052,0.8,1054.6,0,MODERATE,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1989305605183411378100000000,4725025022105700014,,경상북도 상주시 함창읍 오동리,570-14,128.1805055,36.5655181,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제1종근린생활시설,73.0,13.44,31.6,LOW,0.004,0.1,14387.3,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1989305748373415666000000000,4725025021101050001,,경상북도 상주시 함창읍 구향리,105-1,128.1821636,36.5693655,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제2종근린생활시설,78.38,18.83,12.6,LOW,0.004,0.1,14804.3,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1990305953983415648200000000,4725025022106350000,,경상북도 상주시 함창읍 오동리,635,128.1844599,36.5693267,UNDERGROUND_FLOOR_ONLY,0,1,0.0,교육연구시설,87.01,27.46,36.9,VERY_LOW,0.0,0.0,14790.9,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1989305545923415720300000000,4725025021100430005,,경상북도 상주시 함창읍 구향리,43-5,128.1799032,36.5694369,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,79.49,18.24,11.1,LOW,0.004,0.1,14825.5,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1990305349733414770400000000,4725025021101420004,,경상북도 상주시 함창읍 구향리,142-4,128.1776988,36.5686025,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제2종근린생활시설,77.02,15.78,3.3,LOW,0.004,0.1,14750.3,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1989305825393415167300000000,4725025022106310006,,경상북도 상주시 함창읍 오동리,631-6,128.183017,36.5689076,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,84.52,24.97,1.3,VERY_LOW,0.0,0.0,14749.6,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
2004304896503243351100000000,4725010200100770000,,경상북도 상주시 성동동,77,128.1703136,36.4142097,UNDERGROUND_FLOOR_ONLY,0,1,0.0,교육연구시설,60.7,12.41,22.9,LOW,0.004,0.1,394.1,0,MODERATE,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1983305544473417684100000000,4725025021100360002,,경상북도 상주시 함창읍 구향리,36-2,128.1799139,36.5712064,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,80.76,15.33,3.5,LOW,0.004,0.1,15021.5,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1990304335553241169400000000,4725010200106260008,백합맨션,경상북도 상주시 성동동,626-8,128.1640313,36.4123051,UNDERGROUND_FLOOR_ONLY,0,1,0.0,공동주택,57.33,7.07,3.0,MODERATE,0.052,0.8,349.8,0,HIGH,호우경보,3시간 90mm 이상 또는 12시간 180mm 이상
1997303307723264769100000000,4725013300104870000,,경상북도 상주시 만산동,487,128.152888,36.4336789,UNDERGROUND_FLOOR_ONLY,0,1,0.0,숙박시설,75.88,24.06,27.5,VERY_LOW,0.0,0.0,1984.6,0,VERY_LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1981305315233415609800000000,4725025021102000004,,경상북도 상주시 함창읍 구향리,200-4,128.177325,36.5693628,UNDERGROUND_FLOOR_ONLY,0,1,0.0,제2종근린생활시설,79.28,18.04,4.9,LOW,0.004,0.1,14837.7,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
1988305323233417475100000000,4725025021102920001,,경상북도 상주시 함창읍 구향리,292-1,128.1774396,36.5710422,UNDERGROUND_FLOOR_ONLY,0,1,0.0,단독주택,79.74,14.3,0.3,LOW,0.004,0.1,15022.5,0,LOW,극한호우,"1시간 50mm 이상이면서 3시간 90mm 이상, 또는 1시간 72mm 이상"
