approval_year,building_use_name,existed_at_flood,first_flood_year,gis_building_id,last_flood_year,latitude,legal_dong_code,longitude,pnu,register_rows_on_parcel,underground_floor_count,underground_parking_confirmed,underground_parking_evidence,underground_parking_status
1992,단독주택,YES,2022,1992198223054423319300000000,2022,37.4831781,1159010700,126.9806984,1159010700110050019,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1988,제1종근린생활시설,YES,2022,1988191245094389663600000000,2022,37.4527821,1154510300,126.9018551,1154510300108890014,2,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1985,제2종근린생활시설,YES,2022,1985200463274521542000000000,2022,37.5716708,1111016200,127.0060308,1111016200101750001,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1996,제1종근린생활시설,YES,2022,1996196179864417475600000000,2022,37.4779047,1162010100,126.9576001,1162010100116260001,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1989,단독주택,YES,2022,1989197353554424645800000000,2022,37.4843719,1159010700,126.9708647,1159010700102500009,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1989,단독주택,YES,2022,1989191238774392129100000000,2022,37.4550293,1154510300,126.901764,1154510300108790023,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1991,공동주택,YES,2022,1991209848934445711600000000,2022,37.5033051,1171010400,127.1121724,1171010400100940022,2,1,Y,지하 지1 / 연립주택,CONFIRMED_BASEMENT_PARKING_USE
1986,공동주택,YES,2022,1986196320734559874500000000,2022,37.6062077,1111018200,126.9591205,1111018200100240007,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1988,단독주택,YES,2022,1988193322414421323000000000,2022,37.4813611,1162010200,126.9252938,1162010200116120051,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1968,제2종근린생활시설,YES,2022,1968198559444525837300000000,2022,37.5755466,1111012800,126.9844805,1111012800101100000,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1970,종교시설,YES,2022,1970198196414421568200000000,2022,37.4816202,1159010700,126.9803842,1159010700110180030,3,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1979,제1종근린생활시설,YES,2022,1979195982924418805400000000,2022,37.4791008,1162010100,126.955371,1162010100116110031,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1985,제1종근린생활시설,YES,2022,1985198744994528692200000000,2022,37.5781184,1111014800,126.9865803,1111014800101440001,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1988,단독주택,YES,2022,1988191605294417157500000000,2022,37.4775944,1154510200,126.9058769,1154510200108820026,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1989,제2종근린생활시설,YES,2022,1989198498164418256500000000,2022,37.478616,1165010100,126.9838095,1165010100104510022,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1982,제2종근린생활시설,YES,2022,1982198664794523240300000000,2022,37.5732071,1111012800,126.9856732,1111012800101970024,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1984,제2종근린생활시설,YES,2022,1984190923624437817300000000,2022,37.496198,1156013300,126.8981506,1156013300107210014,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1987,단독주택,YES,2022,1987192478024427396600000000,2022,37.4868227,1162010200,126.9157341,1162010200105000016,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1989,단독주택,YES,2022,1989192523474429102700000000,2022,37.4883864,1162010200,126.9162557,1162010200104970027,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
2003,제2종근린생활시설,YES,2022,2003202140124451062100000000,2022,37.5081931,1168010800,127.0249793,1168010800101660007,1,2,Y,지하 지하2층 / 기타제2종근린생활시설,CONFIRMED_BASEMENT_PARKING_USE
1996,제1종근린생활시설,YES,2022,1996196002514424286300000000,2022,37.484043,1162010100,126.955592,1162010100100300003,2,2,N,,PROBABLE_NOT_CONFIRMED_IN_FLOOR_ROWS
1993,단독주택,YES,2022,1993199929804527343300000000,2022,37.5769008,1111016600,126.9999922,1111016600102950001,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
2018,공장,YES,2022,2018189378164420708000000000,2022,37.4808312,1154510100,126.8806823,1154510100103710041,1,4,Y,지하 지2층 / 기타공장,CONFIRMED_BASEMENT_PARKING_USE
1990,단독주택,YES,2022,1990198126644417233500000000,2022,37.4776957,1159010700,126.979601,1159010700110390045,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1984,공동주택,YES,2022,1984212914754499180300000000,2022,37.5514381,1174010100,127.1469362,1174010100100280000,6,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1993,단독주택,YES,2022,1993198173524570563000000000,2022,37.6158369,1111018300,126.9800971,1111018300104100008,1,2,Y,지하 지하2층 / 단독주택,CONFIRMED_BASEMENT_PARKING_USE
1997,단독주택,YES,2022,1997197180104537925800000000,2022,37.5864347,1111010100,126.9688609,1111010100100520003,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1991,단독주택,YES,2022,1991191542384437166400000000,2022,37.4956163,1156013300,126.9051485,1156013300108940020,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1973,제1종근린생활시설,YES,2022,1973192347594422412300000000,2022,37.4823288,1162010200,126.9142691,1162010200105380001,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1984,제1종근린생활시설,YES,2022,1984193549124440886800000000,2022,37.4989916,1159010900,126.9278132,1159010900103470031,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1996,단독주택,YES,2022,1996196871454546526200000000,2022,37.5941904,1111018400,126.9653571,1111018400102100023,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1993,단독주택,YES,2022,1993192788434427051600000000,2022,37.4865136,1162010200,126.9192482,1162010200104790005,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1988,제1종근린생활시설,YES,2022,1988201595574524373400000000,2022,37.574211,1111017500,127.0188481,1111017500100720009,2,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1991,단독주택,YES,2022,1991201476394524685100000000,2022,37.5745067,1111017500,127.0175018,1111017500100720039,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1980,제2종근린생활시설,YES,2022,1980190304584417845500000000,2022,37.4781976,1154510100,126.8911756,1154510100101420041,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
,제1종근린생활시설,UNKNOWN,2022,1968200545144495685200000000,2022,37.5483878,1114016200,127.0069574,1114016200103660440,2,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1996,제1종근린생활시설,YES,2022,1996190769304444616500000000,2022,37.5023298,1156013300,126.896402,1156013300107830002,1,1,Y,지하 지1층 / 기타제1종근린생활시설,CONFIRMED_BASEMENT_PARKING_USE
1987,단독주택,YES,2022,1987190917064438047600000000,2022,37.4963978,1156013300,126.8980724,1156013300107210016,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1997,제1종근린생활시설,YES,2022,1997191212524392260600000000,2022,37.4551472,1154510300,126.9014722,1154510300108790016,1,1,Y,지하 지1 / 주차장,CONFIRMED_BASEMENT_PARKING_USE
2016,단독주택,YES,2022,2016194119314442686000000000,2022,37.5006088,1159010200,126.9342837,1159010200102430005,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1996,제2종근린생활시설,YES,2022,1996201583874511496400000000,2022,37.5626251,1114016200,127.0187147,1114016200100520228,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1981,제2종근린생활시설,YES,2022,1981193735814426470200000000,2022,37.4859974,1162010200,126.9299634,1162010200114240019,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1976,단독주택,YES,2022,1976200551194495591000000000,2022,37.5482972,1114016200,127.0070257,1114016200103660440,2,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1963,제1종근린생활시설,YES,2022,1963189772154431240000000000,2022,37.4902631,1153010200,126.8851355,1153010200107310011,0,1,N,,NO_REGISTER_ROW_COLLECTED
1983,제1종근린생활시설,YES,2022,1983187243504440293600000000,2022,37.4984061,1153010700,126.8565302,1153010700101530124,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1996,단독주택,YES,2022,1996193584504431442700000000,2022,37.4904755,1162010100,126.9282459,1162010100107030010,0,1,N,,NO_REGISTER_ROW_COLLECTED
2016,단독주택,YES,2022,2016190860184432277500000000,2022,37.4911911,1156013300,126.8974436,1156013300110570006,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
2004,제2종근린생활시설,YES,2022,2004201661264435925000000000,2022,37.4945374,1165010800,127.0195727,1165010800116380011,1,1,N,,PROBABLE_NOT_CONFIRMED_IN_FLOOR_ROWS
1991,단독주택,YES,2022,1991192894934427795800000000,2022,37.4871851,1162010200,126.9204524,1162010200104710016,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1993,단독주택,YES,2022,1993192449444419139000000000,2022,37.479379,1162010200,126.9154246,1162010200115670007,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1990,제2종근린생활시설,YES,2022,1990195081894423348900000000,2022,37.4832267,1162010100,126.9451782,1162010100109110034,1,1,N,,PROBABLE_NOT_CONFIRMED_IN_FLOOR_ROWS
1991,단독주택,YES,2022,1991192526644414584200000000,2022,37.4752708,1162010200,126.9163072,1162010200107560018,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1991,단독주택,YES,2022,1991192397804426383200000000,2022,37.4859176,1162010200,126.9148256,1162010200105150008,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
2000,공동주택,YES,2022,2000200164804507391100000000,2022,37.558916,1114014400,127.0026462,1114014400101930239,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1992,단독주택,YES,2022,1992195134284416405600000000,2022,37.4769369,1162010100,126.94578,1162010100115790003,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1994,단독주택,YES,2022,1994199605844507505100000000,2022,37.55903,1114013900,126.996327,1114013900100410002,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1997,단독주택,YES,2022,1997193306084420135700000000,2022,37.4802852,1162010200,126.9251091,1162010200116190010,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
1992,단독주택,YES,2022,1992192740994411745400000000,2022,37.4727486,1162010200,126.9187367,1162010200107060043,1,1,N,,REGISTER_ROW_WITHOUT_INDOOR_PARKING
