building_id,pnu,longitude,latitude,footprint_area_m2,sigungu_code,legal_dong_name,lot_number,building_name,gis_use_name,underground_floor_count_gis,ground_floor_count_gis,underground_parking_status,underground_parking_confirmed,register_underground_floor_max,register_ground_floor_max,indoor_parking_slots_max,total_floor_area_max_m2,building_area_max_m2,parcel_area_max_m2,building_height_max_m,household_count_max,main_purpose_name,structure_name,approval_year_min,register_rows_on_parcel,register_evidence
1995306560973430757700000000,4725025027100110001,128.1914484,36.5828721,332.0,47250,경상북도 상주시 함창읍 대조리,11-1,,종교시설,1,5,UNDERGROUND_FLOOR_ONLY,0,1.0,5.0,0.0,1932.0,324.3,1668.0,0.0,0.0,종교시설,철근콘크리트구조,1995,1,지하층은 있으나 옥내주차 근거 없음
0000303750673420101300000000,4725025025101500000,128.1599102,36.5735804,102.0,47250,경상북도 상주시 함창읍 교촌리,150,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,139.4,124.58,0.0,0.0,0.0,단독주택,벽돌구조,,2,지하층은 있으나 옥내주차 근거 없음
1991303731153419877600000000,4725025025101510004,128.1596891,36.5733811,105.4,47250,경상북도 상주시 함창읍 교촌리,151-4,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,105.42,86.88,0.0,0.0,0.0,단독주택,벽돌구조,1991,2,지하층은 있으나 옥내주차 근거 없음
1991303780053419964900000000,4725025025101460000,128.1602366,36.5734544,89.2,47250,경상북도 상주시 함창읍 교촌리,146,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,77.79,63.21,0.0,0.0,0.0,단독주택,벽돌구조,1991,1,지하층은 있으나 옥내주차 근거 없음
1988304892113412171300000000,4725025024102290001,128.1725521,36.5663113,129.5,47250,경상북도 상주시 함창읍 증촌리,229-1,,단독주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,154.43,79.1,0.0,0.0,0.0,단독주택,벽돌구조,1988,1,지하층은 있으나 옥내주차 근거 없음
1988303784183420203000000000,4725025025101470002,128.1602859,36.5736685,111.2,47250,경상북도 상주시 함창읍 교촌리,147-2,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,88.11,75.15,0.0,0.0,0.0,단독주택,벽돌구조,1988,1,지하층은 있으나 옥내주차 근거 없음
2012302970513234417000000000,4725011000102190004,128.1487259,36.4063685,233.9,47250,경상북도 상주시 낙양동,219-4,해오름아파트,공동주택,1,7,CONFIRMED_BASEMENT_PARKING_USE,1,1.0,7.0,8.0,1700.4684,257.6,954.0,21.1,14.0,공동주택,철근콘크리트구조,2012,1,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함
1965305006163401984000000000,4725025023102770002,128.1736871,36.5571202,88.9,47250,경상북도 상주시 함창읍 오사리,277-2,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,68.0,65.0,0.0,0.0,0.0,단독주택,기타조적구조,,3,지하층은 있으나 옥내주차 근거 없음
2007312728923210617400000000,4725033021103180001,128.2571462,36.3838317,566.8,47250,경상북도 상주시 낙동면 상촌리,318-1,,노유자시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,1848.77,983.31,7853.0,16.725,0.0,노유자시설,일반철골구조,2001,7,지하층은 있으나 옥내주차 근거 없음
1995304439203251601300000000,4725010500100780000,128.1653269,36.4216926,363.1,47250,경상북도 상주시 냉림동,78,냉림 4주공아파트,공동주택,1,15,UNDERGROUND_FLOOR_ONLY,0,1.0,15.0,0.0,10624.634,700.46,17286.0,41.3,239.0,공동주택,철근콘크리트구조,1995,9,지하층은 있으나 옥내주차 근거 없음
1995304404533252306500000000,4725010500100780000,128.1649498,36.4223318,250.4,47250,경상북도 상주시 냉림동,78,냉림 3주공아파트 상가,공동주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,15.0,0.0,10624.634,700.46,17286.0,41.3,239.0,공동주택,철근콘크리트구조,1995,9,지하층은 있으나 옥내주차 근거 없음
1995304510233251873100000000,4725010500100780000,128.1661224,36.4219299,780.4,47250,경상북도 상주시 냉림동,78,냉림 3주공아파트,공동주택,1,15,UNDERGROUND_FLOOR_ONLY,0,1.0,15.0,0.0,10624.634,700.46,17286.0,41.3,239.0,공동주택,철근콘크리트구조,1995,9,지하층은 있으나 옥내주차 근거 없음
2008304287023427276000000000,4725025027107720000,128.1659983,36.5799861,121.2,47250,경상북도 상주시 함창읍 대조리,772,,단독주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,196.0,112.52,999.0,7.8,0.0,단독주택,벽돌구조,2008,1,지하층은 있으나 옥내주차 근거 없음
1990306586033427123500000000,4725025028106220001,128.191678,36.579595,160.6,47250,경상북도 상주시 함창읍 윤직리,622-1,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,212.97,102.57,0.0,0.0,0.0,단독주택,벽돌구조,1990,1,지하층은 있으나 옥내주차 근거 없음
1995305403623391012000000000,4725025032109500000,128.1779761,36.5471914,94.1,47250,경상북도 상주시 함창읍 신흥리,950,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,124.74,93.15,347.73,0.0,0.0,단독주택,벽돌구조,1995,1,지하층은 있으나 옥내주차 근거 없음
1979304247333246582700000000,4725010300100570001,128.1631205,36.4171919,549.5,47250,경상북도 상주시 인봉동,57-1,,제2종근린생활시설,1,2,GIS_ONLY_NO_REGISTER_ROW,0,,,,,,,,,,,,0,
2003310606413304900500000000,4725032528107370001,128.2348389,36.4690226,94.9,47250,경상북도 상주시 사벌국면 묵하리,737-1,,동.식물 관련시설,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,10158.5,9848.22,0.0,13.0,0.0,동물및식물관련시설,철근콘크리트구조,2003,3,지하층은 있으나 옥내주차 근거 없음
0000306712043383688600000000,4725025032103020002,128.1924846,36.5404482,103.3,47250,경상북도 상주시 함창읍 신흥리,302-2,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,88.29,79.65,0.0,0.0,0.0,단독주택,벽돌구조,,2,지하층은 있으나 옥내주차 근거 없음
1986410636274037992100000000,4793031022101840000,129.3704689,37.1123148,450.8,47930,경상북도 울진군 북면 나곡리,184,,공동주택,1,5,PROBABLE_NOT_CONFIRMED_IN_FLOOR_ROWS,0,2.0,20.0,210.0,10610.84,1015.0,380117.0,56.5,110.0,공동주택,철근콘크리트구조,1982,22,지하층과 옥내주차는 있으나 수집된 지하층 용도에서 주차장 미확인
1997306104973381206800000000,4725025032104020001,128.1856729,36.53828,165.1,47250,경상북도 상주시 함창읍 신흥리,402-1,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,129.33,117.93,370.0,0.0,0.0,단독주택,벽돌구조,1997,1,지하층은 있으나 옥내주차 근거 없음
1991306003583411097200000000,4725025022105500000,128.1849513,36.5652209,235.0,47250,경상북도 상주시 함창읍 오동리,550,,종교시설,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,326.91,167.61,0.0,0.0,0.0,종교시설,철근콘크리트구조,1991,1,지하층은 있으나 옥내주차 근거 없음
1985303855273251746000000000,4725010900102130005,128.158819,36.4218864,158.9,47250,경상북도 상주시 무양동,213-5,,제2종근린생활시설,1,4,UNDERGROUND_FLOOR_ONLY,0,1.0,4.0,0.0,559.32,147.1,0.0,0.0,0.0,제2종근린생활시설,철근콘크리트구조,1985,1,지하층은 있으나 옥내주차 근거 없음
1989305605183411378100000000,4725025022105700014,128.1805055,36.5655181,356.0,47250,경상북도 상주시 함창읍 오동리,570-14,,제1종근린생활시설,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,830.45,328.5,0.0,0.0,0.0,제1종근린생활시설,철근콘크리트구조,1989,1,지하층은 있으나 옥내주차 근거 없음
1989305748373415666000000000,4725025021101050001,128.1821636,36.5693655,147.2,47250,경상북도 상주시 함창읍 구향리,105-1,,제2종근린생활시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,506.28,125.4,0.0,0.0,0.0,제2종근린생활시설,철근콘크리트구조,1983,3,지하층은 있으나 옥내주차 근거 없음
1990305953983415648200000000,4725025022106350000,128.1844599,36.5693267,289.7,47250,경상북도 상주시 함창읍 오동리,635,,공동주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,5.0,0.0,6828.58,1775.7,0.0,14.95,0.0,교육연구시설,철근콘크리트구조,1984,6,지하층은 있으나 옥내주차 근거 없음
1989305545923415720300000000,4725025021100430005,128.1799032,36.5694369,100.0,47250,경상북도 상주시 함창읍 구향리,43-5,,단독주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,201.15,94.45,0.0,0.0,0.0,단독주택,철근콘크리트구조,1989,1,지하층은 있으나 옥내주차 근거 없음
1990305349733414770400000000,4725025021101420004,128.1776988,36.5686025,390.5,47250,경상북도 상주시 함창읍 구향리,142-4,,제2종근린생활시설,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,844.8,493.8,0.0,5.6,0.0,제2종근린생활시설,철근콘크리트구조,1990,2,지하층은 있으나 옥내주차 근거 없음
1989305825393415167300000000,4725025022106310006,128.183017,36.5689076,98.1,47250,경상북도 상주시 함창읍 오동리,631-6,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,95.83,71.68,0.0,0.0,0.0,단독주택,벽돌구조,1989,1,지하층은 있으나 옥내주차 근거 없음
