underground_parking_status,underground_parking_evidence,floor_detail_rows_collected,indoor_parking_count,pnu,mgmBldrgstPk,platPlc,newPlatPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,dongNm,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,etcPurps,ugrndFlrCnt,grndFlrCnt,indrMechUtcnt,indrMechArea,indrAutoUtcnt,indrAutoArea,oudrMechUtcnt,oudrMechArea,oudrAutoUtcnt,oudrAutoArea,useAprDay,crtnDay,archArea,atchBldArea,atchBldCnt,bcRat,block,bylotCnt,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,heit,hhldCnt,hoCnt,itgBldCert,itgBldGrade,lot,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,platArea,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,vlRat,vlRatEstmTotArea
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1.0,4711110100100180263,122613634,경상북도 포항시 남구 상도동 18-263번지,경상북도 포항시 남구 포스코대로 324 (상도동),47111,10100,0,0018,0263,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,"업무시설, 근린생활시설, 운동시설",1,4,0,0,1,11.5,0,0,4,46,19951213,20221126,651.37,0,0,81.42,,1,0,0,,0,콘크리트스라브,철근콘크리트조,0,0,,16.7,0,0,0,,,10101,324,471112303003,0,0,800,19951127,,,,,,1,294,10,(철근)콘크리트,,0,,,21,철근콘크리트구조,3228.48,3228.48,320.69,2565.54
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,48.0,4711110100105790008,12261100261707,경상북도 포항시 남구 상도동 579-8번지,경상북도 포항시 남구 중흥로101번길 7 (상도동),47111,10100,0,0579,0008,삼도 뷰엔빌 미니,삼도 뷰엔빌 미니,2,집합,3,표제부,0,주건축물,02000,공동주택,"아파트(도시형생활주택-원룸형),근린생활시설",2,9,34,0,14,800.645,0,0,0,0,20140630,20221126,950.5239,0,0,72.865,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,32.47,99,11,0,,,10101,7,471114709539,0,0,1304.5,19970506,1101,신축허가,5020081,주택과,1997,3,811,10,(철근)콘크리트,,1,,19970605,21,철근콘크리트구조,6180.1235,6180.1235,389.8117,5085.0935
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,854.0,4711110100105820000,122614957,경상북도 포항시 남구 상도동 582번지,경상북도 포항시 남구 중흥로 77 (상도동),47111,10100,0,0582,0000,밸류플러스복합빌딩,,2,집합,3,표제부,0,주건축물,07000,판매시설,"문화및집회시설,판매시설,업무시설",4,8,0,0,854,0,0,0,4,0,20070628,20221126,6552.73,0,0,70.871737,,0,2,0,,0,(철근)콘크리트,철골철근콘크리트구조,0,0,,43.45,0,0,0,,,10101,77,471113303049,0,0,9245.9,20050413,,,,,,5,822,10,(철근)콘크리트,,1,,20051007,42,철골철근콘크리트구조,72067.95,72067.95,437.69184,40468.55
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,42.0,4711110100105900001,12261100233284,경상북도 포항시 남구 상도동 590-1번지,경상북도 포항시 남구 중흥로57번길 6 (상도동),47111,10100,0,0590,0001,상도동 호텔,상도동 호텔,1,일반,2,일반건축물,0,주건축물,15000,숙박시설,숙박시설 및 제1종근린생활시설,1,9,0,0,42,488,0,0,0,0,20120127,20221126,758.1,0,0,68.05,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조 및 일반철골조,0,0,,26.9,0,0,0,,,10101,6,471114709547,0,0,1114,20070202,1101,신축허가,5020081,주택과,2007,2,865,10,(철근)콘크리트,,1,,20080219,21,철근콘크리트구조,4995.294,4995.294,366.69,4084.894
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,75.0,4711110100106090006,1000000000000002779124,경상북도 포항시 남구 상도동 609-6번지,경상북도 포항시 남구 중흥로 88 (상도동),47111,10100,0,0609,0006,씨앤케이메디컬타워 제1동,제1동,2,집합,3,표제부,0,주건축물,03000,제1종근린생활시설,"제1종근린생활시설,의료시설,업무시설,단독주택",1,13,68,54.76,7,83.6,0,0,0,0,20231211,20241217,728.46,0,0,78.11,,0,2,0,,0,평스라브,철근콘크리트구조,0,0,,55.8,1,0,0,,,10101,88,471113303049,0,0,932.6,20211122,1101,신축허가,5020431,건축디자인과,2021,0,1025,10,(철근)콘크리트,VII-0.229g,1,,20220221,21,철근콘크리트구조,8985.46,8985.46,885.09,8254.32
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,14.0,4711110100106620004,122614875,경상북도 포항시 남구 상도동 662-4번지,경상북도 포항시 남구 중흥로 72 (상도동),47111,10100,0,0662,0004,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,"전시시설,업무시설",1,5,0,0,14,0,0,0,6,0,19881230,20221126,574.78,0,0,56.25,,0,0,0,,0,철근콘크리트,철근콘크리트조,0,0,,0,0,0,0,,,10101,72,471113303049,0,0,1021.8,19870911,,,,,,0,1593,10,(철근)콘크리트,,0,,,21,철근콘크리트구조,3563.28,3563.28,279.84,2859.38
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,11.0,4711110100106710004,122614927,경상북도 포항시 남구 상도동 671-4번지,경상북도 포항시 남구 희망대로 711 (상도동),47111,10100,0,0671,0004,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,업무시설,1,5,0,0,11,418.65,0,0,9,103.5,19930415,20221126,405.76,0,0,44.47,,0,0,0,,0,스라브,철근콘크리트,0,0,,22.7,0,0,0,,,10101,711,471112303004,0,0,912.4,19910712,,,,,,1,1651,10,(철근)콘크리트,,0,,19920414,21,철근콘크리트구조,2300.03,2300.03,183.74,1676.43
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,5.0,4711110200101040010,122616538,경상북도 포항시 남구 대도동 104-10번지,경상북도 포항시 남구 포스코대로367번길 4 (대도동),47111,10200,0,0104,0010,,,1,일반,2,일반건축물,0,주건축물,15000,숙박시설,숙박시설,1,4,2,23,3,34.5,0,0,0,0,19950721,20221126,166.68,0,0,70.33,,0,0,0,,0,스라브,철근콘크리트,0,0,,14.9,0,0,0,,,10201,4,471114709600,0,0,237,19941124,,,,,,0,1485,10,(철근)콘크리트,,0,,19941215,21,철근콘크리트구조,731.16,731.16,247.8,587.28
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,124.0,4711110300100330012,1226112597,경상북도 포항시 남구 해도동 33-12번지,경상북도 포항시 남구 중앙로 154 (해도동),47111,10300,0,0033,0012,학산타워,,2,집합,3,표제부,0,주건축물,14000,업무시설,"제1·2종근린생활시설,업무시설,공동주택,노인복지시설",3,20,60,0,64,0,0,0,39,0,19920709,20250207,1280.07,0,0,69.74,,1,1,0,,0,슬라브,"철골,철근콘크리트라멘조",0,0,,69.85,0,2,0,,,10301,154,471113303047,0,0,1835.4,19890725,,,,,,4,697,10,(철근)콘크리트,,1,,,41,철골콘크리트구조,23692.58,23692.58,938.56,17226.4
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,32.0,4711110300100600004,1226112637,경상북도 포항시 남구 해도동 60-4번지,경상북도 포항시 남구 상공로246번길 22 (해도동),47111,10300,0,0060,0004,(주)해도동보시장 상가아파트,,2,집합,3,표제부,0,주건축물,02000,공동주택,"판매시설, 공동주택",1,7,32,296.14,0,0,0,0,2,23,19950913,20221126,980.58,0,0,59.16,,0,0,0,,0,스라브,철근콘크리트조,0,0,,23.5,19,3,0,,,10301,22,471114709214,0,0,1657.5,19901208,,,,,,1,1444,10,(철근)콘크리트,,1,,19910205,21,철근콘크리트구조,5479.42,5479.42,258.77,4289.14
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,30.0,4711110300101710016,12261100357216,경상북도 포항시 남구 해도동 171-16번지,경상북도 포항시 남구 포스코대로 439 (해도동),47111,10300,0,0171,0016,,,1,일반,2,일반건축물,0,주건축물,07000,판매시설,판매시설,1,3,0,0,30,1047.74,0,0,0,0,20200218,20221126,931.41,0,0,46.79,,5,0,0,,0,(철근)콘크리트,"일반철골구조,철근콘크리트구조",0,0,,21.9,0,0,0,,,10303,439,471112303003,0,0,1990.7,20190308,1101,신축허가,5020322,건축과,2019,1,2746,10,(철근)콘크리트,Ⅶ-0.199g,1,,20190531,31,일반철골구조,4028.61,4028.61,137.55,2738.16
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,7.0,4711110300101720020,1226111219,경상북도 포항시 남구 해도동 172-20번지,경상북도 포항시 남구 희망대로 889 (해도동),47111,10300,0,0172,0020,,주건축물제1동,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,"제1종,2종근린생활시설",1,6,0,0,7,80.5,0,0,0,0,19970703,20251001,232.78,0,0,65.26,,1,0,0,,0,"철근콘크리트스라브, 샌드위치판넬","철근콘크리트조,경량철골조",0,0,,19.4,0,0,0,,,10303,889,471112303004,0,0,356.7,19960712,,,,,,1,2764,10,(철근)콘크리트,,,,19961007,21,철근콘크리트구조,1390.08,1390.08,314.96,1123.45
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4711110300102080002,1226111265,경상북도 포항시 남구 해도동 208-2번지,경상북도 포항시 남구 포스코대로 412 (해도동),47111,10300,0,0208,0002,,,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,2종근린생활시설,1,3,0,0,4,46,0,0,0,0,20011126,20221126,268.8,0,0,75.89,,0,0,0,,0,스라브,철근콘크리트조,0,0,,14.3,0,0,0,,,10303,412,471112303003,0,0,354.2,20010504,,,,,,0,2813,10,(철근)콘크리트,,0,,20010521,21,철근콘크리트구조,972.45,972.45,218.64,774.45
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,111.0,4711111200100070000,1226120590,경상북도 포항시 남구 인덕동 7번지,경상북도 포항시 남구 해병로 125-1 (인덕동),47111,11200,0,0007,0000,우방신세계타운(1차),제114동,2,집합,3,표제부,0,주건축물,02000,공동주택,생활편익시설,1,1,0,0,111,3271.665,0,0,264,3036,19950530,20251219,4544.82,4180.463,1,0,,0,0,0,,0,기와잇기,철근콘크리트벽식구조,0,0,,0,6,0,0,,,11202,125,471113303060,1,0,0,19931119,,,,,,0,20,20,기와,,0,,19931121,21,철근콘크리트구조,4353.68,173.22,0,410.95
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,111.0,4711111200100070000,1226120594,경상북도 포항시 남구 인덕동 7번지,경상북도 포항시 남구 해병로 125 (인덕동),47111,11200,0,0007,0000,우방신세계타운(1차),제105동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,10,0,0,111,3271.665,0,0,264,3036,19950530,20251219,4544.82,4180.463,1,0,,0,0,0,,0,평스라브,철근콘크리트벽식구조,0,0,,0,90,0,0,,,11202,125,471113303060,0,0,0,19931119,,,,,,0,19,10,(철근)콘크리트,,1,,19931121,21,철근콘크리트구조,11874.39,7693.93,0,7319.64
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1.0,4711111200102940008,12261100231122,경상북도 포항시 남구 인덕동 294-8번지,경상북도 포항시 남구 인덕로 7-11 (인덕동),47111,11200,0,0294,0008,,주건축물제1동,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,1,0,0,1,22.05,0,0,0,0,20111117,20230130,81.22,0,0,67.12,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,5.1,0,1,0,,,11202,7,471113303039,11,0,121,20110803,1201,신축신고,5030046,건축지적과,2011,0,207,10,(철근)콘크리트,,0,,20110817,21,철근콘크리트구조,99.07,99.07,63.65,77.02
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,5.0,4711111400102070000,1226121546,경상북도 포항시 남구 효자동 207번지,경상북도 포항시 남구 효자동길10번길 64 (효자동),47111,11400,0,0207,0000,효자그린빌,,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(다세대주택),1,4,0,0,5,64.8,0,0,3,34.5,20031223,20221126,121.44,0,0,50.6,,0,0,0,,0,철근콘크리트슬라브,철근콘크리트조,0,0,,14.15,12,0,0,,,11401,64,471114709567,0,0,240,20030610,,,,,,0,173,10,(철근)콘크리트,,0,,20030613,21,철근콘크리트구조,521.58,521.58,190.33,456.78
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,2.0,4711111400102890003,1226121419,경상북도 포항시 남구 효자동 289-3번지,경상북도 포항시 남구 새천년대로 291-1 (효자동),47111,11400,0,0289,0003,,,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,근린생활시설.공공용시설,1,5,0,0,2,0,0,0,0,0,19951220,20221126,167.89,0,0,55.78,,1,0,0,,0,"평스라브, 샌드위치판넬","철근콘크리트조, 경량철골조",0,0,,16.8,0,0,0,,,11401,291,471112303001,1,0,301,19950628,,,,,,2,431,10,(철근)콘크리트,,0,,19950700,21,철근콘크리트구조,907.54,907.54,241.62,727.28
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,28.0,4711111400104120000,12261100311855,경상북도 포항시 남구 효자동 412번지,경상북도 포항시 남구 유동길48번길 14-1 (효자동),47111,11400,0,0412,0000,신성 힐사이드,,2,집합,3,표제부,0,주건축물,02000,공동주택,연립주택,1,4,0,0,28,0,0,0,5,0,20171018,20221126,1102.91,0,0,47.97,,1,0,0,,0,스라브,철근콘크리트구조,0,0,,11.55,16,0,0,,,11401,14,471114709366,1,0,2299,20161128,1101,신축허가,5020322,건축과,2016,2,532,90,기타지붕,,1,,20161206,21,철근콘크리트구조,3834.68,3834.68,109.9,2526.71
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,193.0,4711111500101660014,1226121634,경상북도 포항시 남구 지곡동 166-14번지,경상북도 포항시 남구 지곡로 64 (지곡동),47111,11500,0,0166,0014,,국제관,1,일반,2,일반건축물,0,주건축물,10000,교육연구시설,교육연구시설,2,5,0,0,193,0,0,0,0,0,20070726,20241101,3445.08,0,0,0,,262,0,0,,0,평스라브,"철골,철근콘크리트구조",0,0,,25.8,0,0,0,,,11502,64,471113303050,0,0,0,20050722,1102,증축허가,5020081,주택과,2005,0,162,10,(철근)콘크리트,,1,,20060613,42,철골철근콘크리트구조,16886.58,16886.58,0,9441.47
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,29.0,4711111500104800000,12261100295245,경상북도 포항시 남구 지곡동 480번지,경상북도 포항시 남구 지곡로 257 (지곡동),47111,11500,0,0480,0000,에드빌 2차,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,"연립주택,1종,2종근린생활시설",1,6,0,0,29,0,0,0,10,0,20160912,20221126,1297.44,0,0,56.89,,0,0,0,,0,스라브,철근콘크리트구조,0,0,,22.1,24,0,0,,,11502,257,471113303050,0,0,2281,20150803,1101,신축허가,5020290,건축과,2015,4,326,90,기타지붕,,1,,20150826,21,철근콘크리트구조,6759.49,6759.49,228.34,5208.44
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,29.0,4711111500104800004,12261100295296,경상북도 포항시 남구 지곡동 480-4번지,경상북도 포항시 남구 지곡로 253 (지곡동),47111,11500,0,0480,0004,에드빌 3차,102동,2,집합,3,표제부,0,주건축물,02000,공동주택,"연립주택,1종,2종근린생활시설",1,6,0,0,29,0,0,0,10,0,20160912,20221126,1297.44,0,0,56.76,,0,0,0,,0,스라브,철근콘크리트구조,0,0,,22.1,24,0,0,,,11502,253,471113303050,0,0,2285.7,20150903,1101,신축허가,5020290,건축과,2015,4,327,90,기타지붕,,1,,20150910,21,철근콘크리트구조,6759.49,6759.49,227.87,5208.44
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,39.0,4711111500104820000,12261100228051,경상북도 포항시 남구 지곡동 482번지,,47111,11500,0,0482,0000,포스코 포항체육관,주건축물제1동,1,일반,2,일반건축물,0,주건축물,13000,운동시설,"운동시설,제2종근.생",1,3,0,0,39,448.5,0,0,90,1055,20110705,20221126,5850.4,0,0,43.5404,,0,0,0,,0,철골트러스,"일반철골구조, 철근콘크리트구조",0,0,,15.55,0,0,0,,,,0,,0,0,13436.72,20101028,1101,신축허가,5020169,건축과,2010,2,331,90,기타지붕,,1,,20101104,31,일반철골구조,14091.79,14091.79,75.645,10164.2
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4711111600101600054,1226122145,경상북도 포항시 남구 대잠동 160-54번지,경상북도 포항시 남구 대잠동길 6 (대잠동),47111,11600,0,0160,0054,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,"단독주택,제2종근린생활시설",1,3,0,0,4,46,0,0,4,46,20050701,20221126,183.56,0,0,56.65,,0,0,0,,0,슬라브,철근콘크리트구조,10,0,,9.6,0,0,0,,,11601,6,471114709087,0,0,324,20050319,1101,신축허가,5030040,건축과,2005,0,94,10,(철근)콘크리트,,0,,20050321,21,철근콘크리트구조,631.36,631.36,150.85,488.76
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4711111600104600002,12261100311993,경상북도 포항시 남구 대잠동 460-2번지,,47111,11600,0,0460,0002,,주건축물제1동,2,집합,3,표제부,0,주건축물,03000,제1종근린생활시설,"제1종근린생활시설,교육연구시설,운동시설",1,5,0,0,10,394.51,0,0,14,161.7,20171023,20240116,867.47,0,0,57.82,,0,0,0,,0,스라브,철근콘크리트구조,0,0,,22.5,0,38,0,,,,0,,0,0,1500.4,20161021,,,,,,2,161,10,(철근)콘크리트,,0,,20170104,21,철근콘크리트구조,4304.75,4304.75,249.46,3742.91
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,74.0,4711111600104690013,12261100363556,경상북도 포항시 남구 대잠동 469-13번지,경상북도 포항시 남구 포스코대로 154 (대잠동),47111,11600,0,0469,0013,포항이동대우아파트,106동(지하주차장),2,집합,3,표제부,1,부속건축물,02000,공동주택,공동주택(아파트),1,0,0,0,74,0,0,0,328,0,19991228,20221126,1994.75,0,0,0,,0,0,0,,0,평스라브,철근콘크리트벽식구조,0,0,,0,0,0,0,,,11605,154,471112303003,0,0,0,19971028,,,,,,10,250,10,(철근)콘크리트,,1,이동 토지구획 정리지구 35블럭4롯트,19971113,21,철근콘크리트구조,1994.75,1994.75,0,1994.75
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,74.0,4711111600104690013,12261100363557,경상북도 포항시 남구 대잠동 469-13번지,경상북도 포항시 남구 포스코대로 154 (대잠동),47111,11600,0,0469,0013,포항이동대우아파트,"107동(전기실,펌프실)",2,집합,3,표제부,1,부속건축물,02000,공동주택,공동주택(아파트),1,0,0,0,74,0,0,0,328,0,19991228,20221126,374,0,0,0,,0,0,0,,0,평스라브,철근콘크리트벽식구조,0,0,,0,0,0,0,,,11605,154,471112303003,0,0,0,19971028,,,,,,10,256,10,(철근)콘크리트,,1,이동 토지구획 정리지구 35블럭4롯트,19971113,21,철근콘크리트구조,374,374,0,374
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1.0,4711111600106680033,12261100350137,경상북도 포항시 남구 대잠동 668-33번지,경상북도 포항시 남구 행복주택길21번길 4-2 (대잠동),47111,11600,0,0668,0033,,주건축물제1동,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,2,0,0,1,11.5,0,0,0,0,20191011,20221126,84.99,0,0,48.02,,0,0,0,,0,슬라브,철근콘크리트구조,1,0,,9.2,0,0,0,,,11601,4,471114709670,2,0,177,20180816,1101,신축허가,5030053,건축허가과,2018,0,383,10,(철근)콘크리트,0.199g,1,,20180831,21,철근콘크리트구조,182.71,182.71,77.77,137.66
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1.0,4711111600106680094,1226122410,경상북도 포항시 남구 대잠동 668-94번지,경상북도 포항시 남구 행복주택길21번길 3-11 (대잠동),47111,11600,0,0668,0094,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,2,0,0,1,11.5,0,0,2,23,20070905,20221126,115.32,0,0,49.49,,1,0,0,,0,슬래브,철근콘크리트구조,2,0,,8.6,0,0,0,,,11601,3,471114709670,11,0,233,20060914,1101,신축허가,5030040,건축과,2006,0,441,10,(철근)콘크리트,,0,,20061013,21,철근콘크리트구조,220.79,220.79,85.49,199.19
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,11.0,4711111600109120004,1226122740,경상북도 포항시 남구 대잠동 912-4번지,경상북도 포항시 남구 새천년대로 476 (대잠동),47111,11600,0,0912,0004,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,"업무시설,근린생활시설",1,6,0,0,11,131.5,0,0,0,0,19940716,20221126,372.91,0,0,58.86,,0,0,0,,0,스라브,R.C조,0,0,,24.8,0,0,0,,,11602,476,471112303001,0,0,633.6,19931203,,,,,,0,802,10,(철근)콘크리트,,1,,19931220,21,철근콘크리트구조,2597.43,2597.43,345.33,2188.02
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,11.0,4711111600109170000,1226123394,경상북도 포항시 남구 대잠동 917번지,경상북도 포항시 남구 새천년대로474번길 10 (대잠동),47111,11600,0,0917,0000,우성제일타운,,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(APT),1,6,0,0,11,126.5,0,0,22,253,19960925,20221126,586.96,0,0,35.8,,0,0,0,,0,스라브,철근콘크리트,0,0,,17,41,0,0,,,11601,10,471114709242,0,0,1639.7,19940423,,,,,,0,818,10,(철근)콘크리트,,1,,19941000,21,철근콘크리트구조,3612.33,3612.33,177.44,2909.45
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,6.0,4711111600109300012,1226123405,경상북도 포항시 남구 대잠동 930-12번지,경상북도 포항시 남구 희망대로659번길 49 (대잠동),47111,11600,0,0930,0012,동흥오피스텔,,2,집합,3,표제부,0,주건축물,14000,업무시설,"근린생활시설, 업무시설(오피스텔)",1,9,0,0,6,196.93,0,0,7,80.5,19980711,20221126,219.79,0,0,66.48,,0,0,0,,0,"콘크리트스라브, 그라스울판넬75mm,100mm","철근콘크리트, 경량철골조",0,0,,24,0,36,0,,,11602,49,471114709742,0,0,330.6,19970703,,,,,,1,959,10,(철근)콘크리트,,1,,19970730,21,철근콘크리트구조,1815.78,1815.78,489.67,1618.85
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4711111600109340002,1226122905,경상북도 포항시 남구 대잠동 934-2번지,경상북도 포항시 남구 새천년대로450번길 18 (대잠동),47111,11600,0,0934,0002,,,1,일반,2,일반건축물,0,주건축물,15000,숙박시설,"숙박시설(여관), 주택",1,4,0,0,4,46,0,0,3,34.5,19940602,20221126,280.26,0,0,57.95,,2,0,0,,0,스라브,철근콘크리트조,0,0,,0,0,0,0,,,11601,18,471114709240,0,0,483.6,19930707,,,,,,0,979,10,(철근)콘크리트,,0,,19930816,21,철근콘크리트구조,1147.94,1147.94,190.09,919.26
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4711111600109360000,1226122919,경상북도 포항시 남구 대잠동 936번지,경상북도 포항시 남구 새천년대로 438 (대잠동),47111,11600,0,0936,0000,,,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,"근린생활시설, 업무시설, 창고시설",1,2,0,0,8,396,0,0,9,103.5,19900904,20221126,605.81,0,0,45.81,,0,0,0,,0,슬라브,"철근콘크리트조,라멘조",0,0,,0,0,0,0,,,11602,438,471112303001,0,0,1322.4,19890909,,,,,,0,997,10,(철근)콘크리트,,0,,,21,철근콘크리트구조,2164.4,2164.4,91.39,1208.5
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,6.0,4711111600109360009,1226122926,경상북도 포항시 남구 대잠동 936-9번지,경상북도 포항시 남구 새천년대로 436 (대잠동),47111,11600,0,0936,0009,,,1,일반,2,일반건축물,0,주건축물,15000,숙박시설,숙박시설,1,7,0,0,6,69,0,0,2,23,19931221,20230130,0,0,0,0,,0,0,0,,0,"슬라브, 판넬","철근콘크리트조, 경량철골조",0,0,,20,0,0,0,,,11602,436,471112303001,0,0,404.3,19930315,,,,,,0,1005,10,(철근)콘크리트,,1,,19930325,21,철근콘크리트구조,1414.24,1414.24,349.79965,1414.24
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,472.0,4711111600109380000,12261100328295,경상북도 포항시 남구 대잠동 938번지,경상북도 포항시 남구 중섬로 16 (대잠동),47111,11600,0,0938,0000,대잠코아루타워,,2,집합,3,표제부,0,주건축물,14000,업무시설,"업무시설,제1종근린생활시설",4,20,332,0,140,7966.902,0,0,0,0,20180831,20250509,1600.6714,0,0,56.2073,,1,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,84,0,479,0,,,11602,16,471113303046,0,0,2847.8,20151026,1101,신축허가,5020290,건축과,2015,0,1010,10,(철근)콘크리트,Ⅶ-0.239G,1,,20151223,21,철근콘크리트구조,29866.6804,29866.6804,769.0069,21899.7784
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,30.0,4711111600109680001,1226123123,경상북도 포항시 남구 대잠동 968-1번지,경상북도 포항시 남구 대이로 23 (대잠동),47111,11600,0,0968,0001,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,"제2종근린생활시설,업무시설",1,3,0,0,30,908.55,0,0,7,177.1,20031111,20221126,909.16,0,0,49.51,,0,0,0,,0,평슬라브,철근콘크리트구조,0,0,,15.04,0,0,0,,,11601,23,471113303006,0,0,1836.3,20020416,,,,,,0,1198,10,(철근)콘크리트,,0,,20020816,21,철근콘크리트구조,3624.55,3624.55,126,2314.3
