underground_parking_status,underground_parking_evidence,floor_detail_rows_collected,indoor_parking_count,pnu,mgmBldrgstPk,platPlc,newPlatPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,dongNm,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,etcPurps,ugrndFlrCnt,grndFlrCnt,indrMechUtcnt,indrMechArea,indrAutoUtcnt,indrAutoArea,oudrMechUtcnt,oudrMechArea,oudrAutoUtcnt,oudrAutoArea,useAprDay,crtnDay,archArea,atchBldArea,atchBldCnt,bcRat,block,bylotCnt,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,heit,hhldCnt,hoCnt,itgBldCert,itgBldGrade,lot,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,platArea,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,vlRat,vlRatEstmTotArea
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,14.0,4711312000110340002,12261111370,경상북도 포항시 북구 두호동 1034-2번지,경상북도 포항시 북구 삼호로 251 (두호동),47113,12000,0,1034,0002,,,1,일반,2,일반건축물,0,주건축물,05000,문화및집회시설,"업무시설, 근린생활시설",1,4,14,161,0,0,0,0,0,0,19930527,20221126,370.97,0,0,72.17,,0,0,0,,0,스라브,R.C조,0,0,,20.5,0,0,0,,,12007,251,471133304014,0,0,514,19911101,,,,,,0,698,10,(철근)콘크리트,,0,,19920520,21,철근콘크리트구조,1767.71,1767.71,271.05,1393.2
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,3.0,4711312000110340008,12261127345,경상북도 포항시 북구 두호동 1034-8번지,경상북도 포항시 북구 두호로6번길 14 (두호동),47113,12000,0,1034,0008,,,1,일반,2,일반건축물,0,주건축물,15000,숙박시설,"근린생활시설, 숙박시설, 주택",1,5,0,0,3,115.3,0,0,3,34.5,19970124,20221126,216.05,0,0,59.13,,0,0,0,,0,스라브,철근콘크리트벽식구조,1,0,,16.5,0,0,0,,,12001,14,471134712166,0,0,365.4,19951109,,,,,,1,701,10,(철근)콘크리트,,0,,19960418,21,철근콘크리트구조,1093.01,1093.01,252.61,1093.01
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,59.0,4711312000110690000,12261109250,경상북도 포항시 북구 두호동 1069번지,경상북도 포항시 북구 삼흥로100번길 24 (두호동),47113,12000,0,1069,0000,두호천호타운,1동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,15,0,0,59,1562.52,0,0,43,504.1,19940422,20221126,1326.18,1689.68,6,38.78,,0,0,0,,0,콘크리트스라브,철근콘크리트조,0,0,,41.4,189,0,0,,,12001,24,471134712296,0,0,0,19921020,,,,,,6,841,10,(철근)콘크리트,,1,,19921101,21,철근콘크리트구조,19327.3,19327.3,373.63,18194.06
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,27.0,4711312000110700000,12261100870,경상북도 포항시 북구 두호동 1070번지,경상북도 포항시 북구 용두산길 74 (두호동),47113,12000,0,1070,0000,동아금강맨션,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택,1,22,0,0,27,310.5,0,0,119,1368.5,19930420,20221126,789.39,36,1,23.23,,0,0,0,,0,스라브,철근콘크리트조,0,0,,61.6,132,0,0,,,12001,74,471134712483,0,0,9129.6,19910131,,,,,,3,848,10,(철근)콘크리트,,1,,19910322,21,철근콘크리트구조,15877.41,15842.93,305.44,12879.66
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,21.0,4711312000110720005,12261119950,경상북도 포항시 북구 두호동 1072-5번지,경상북도 포항시 북구 삼흥로88번길 28-7 (두호동),47113,12000,0,1072,0005,천호푸른마을아파트,,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,9,0,0,21,0,0,0,15,0,19971113,20221126,456.955,0,0,31.53,,0,0,0,,0,스라브,철근콘크리트,0,0,,24.8,36,0,0,,,12001,28,471134712311,7,0,1449.3,19960408,,,,,,2,865,10,(철근)콘크리트,,1,,19960619,21,철근콘크리트구조,3921.46,3921.46,211.42,3064.06
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,3.0,4711312000110760001,12261100246218,경상북도 포항시 북구 두호동 1076-1번지,경상북도 포항시 북구 삼흥로100번길 56 (두호동),47113,12000,0,1076,0001,,1동,2,집합,3,표제부,0,주건축물,02000,공동주택,단지형다세대,1,4,0,0,3,120.93,0,0,14,161.2,20130422,20221126,140.66,0,0,0,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,12.65,8,0,0,,,12001,56,471134712296,0,0,0,20120918,1101,신축허가,5040051,건축지적과,2012,0,886,10,(철근)콘크리트,,1,,20121011,21,철근콘크리트구조,613.58,613.58,0,492.65
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,93.0,4711312000110780003,12261100874,경상북도 포항시 북구 두호동 1078-3번지,경상북도 포항시 북구 삼흥로62번길 27-7 (두호동),47113,12000,0,1078,0003,제일우성아파트,202동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,15,0,0,93,1069.5,0,0,92,1058,19961205,20221126,1714.362,138.6,5,26.28,,2,0,0,,0,스라브,철근콘크리트,0,0,,41.3,75,0,0,,,12001,27,471134712308,7,0,6522.9,19940905,,,,,,5,909,10,(철근)콘크리트,,1,,19940900,21,철근콘크리트구조,21767.55,21767.55,275.75,3033
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,93.0,4711312000110780003,12261100875,경상북도 포항시 북구 두호동 1078-3번지,경상북도 포항시 북구 삼흥로62번길 27-8 (두호동),47113,12000,0,1078,0003,제일우성아파트,201동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,15,0,0,93,1069.5,0,0,92,1058,19961205,20221126,1714.362,138.6,5,26.28,,2,0,0,,0,스라브,철근콘크리트,0,0,,41.3,149,0,0,,,12001,27,471134712308,8,0,6522.9,19940905,,,,,,5,908,10,(철근)콘크리트,,1,,19940900,21,철근콘크리트구조,18713.4,18713.4,275.75,15092.05
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4711312000110790003,12261124783,경상북도 포항시 북구 두호동 1079-3번지,,47113,12000,0,1079,0003,,,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,근린생활시설,1,3,0,0,4,78,0,0,2,23,19931025,20221126,0,0,0,0,,0,0,0,,0,스라브,철근콘크리트조,0,0,,13.7,0,0,0,,,,0,,0,0,628.9,19930206,,,,,,0,912,10,(철근)콘크리트,,0,,19930518,21,철근콘크리트구조,0,0,0,0
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,52.0,4711312000110810005,12261121701,경상북도 포항시 북구 두호동 1081-5번지,경상북도 포항시 북구 용두산길 38-8 (두호동),47113,12000,0,1081,0005,제일우성아파트,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,15,0,0,52,598,0,0,59,678.5,19961205,20221126,1020.62,1538.785,4,22.86,,0,0,0,,0,스라브,철근콘크리트,0,0,,41.3,134,0,0,,,12001,38,471134712483,8,0,4464,19940817,,,,,,3,922,10,(철근)콘크리트,,1,,19940900,21,철근콘크리트구조,13767.836,13767.836,259.21,11571.04
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,20.0,4711312000110870001,12261100749,경상북도 포항시 북구 두호동 1087-1번지,경상북도 포항시 북구 용두산길 5-13 (두호동),47113,12000,0,1087,0001,대원하이츠,4동,2,집합,3,표제부,0,주건축물,02000,공동주택,생활편익시설,1,3,0,0,20,230,0,0,44,509,19981123,20221126,312.66,617.475,1,0,,0,0,0,,0,평 스라브,철근콘크리트조,0,0,,10.6,0,10,0,,,12001,5,471134712483,13,0,0,19970403,,,,,,0,957,10,(철근)콘크리트,,0,,19970426,21,철근콘크리트구조,1059.29,441.81,0,441.81
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,20.0,4711312000110870001,12261100750,경상북도 포항시 북구 두호동 1087-1번지,경상북도 포항시 북구 용두산길 5-13 (두호동),47113,12000,0,1087,0001,대원하이츠,1동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,15,0,0,20,230,0,0,44,509,19981123,20221126,580.11,799.815,1,0,,0,0,0,,0,평 스라브,철근콘크리트 벽식구조,0,0,,40.55,58,0,0,,,12001,5,471134712483,13,0,0,19970403,,,,,,2,956,10,(철근)콘크리트,,1,,19970426,21,철근콘크리트구조,7969.135,7969.135,0,6735.31
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,12.0,4711312000110870003,12261115817,경상북도 포항시 북구 두호동 1087-3번지,경상북도 포항시 북구 삼호로 287 (두호동),47113,12000,0,1087,0003,존메디컬,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,제1종근린생활시설,2,7,0,0,12,0,0,0,15,0,20020924,20250207,566.15,0,0,50.65,,0,0,0,,0,평스라이브,철골철근콘크리트조,0,0,,38.45,0,0,0,,,12007,287,471133304014,0,0,1117.8,20010601,,,,,,2,959,10,(철근)콘크리트,,0,,200108,42,철골철근콘크리트구조,4466.57,4466.57,298.38,3335.26
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4711312000110960006,12261100266836,경상북도 포항시 북구 두호동 1096-6번지,경상북도 포항시 북구 대곡로 47 (두호동),47113,12000,0,1096,0006,효성빌딩,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,제1종근린생활시설,1,4,0,0,8,92,0,0,11,126.5,20141203,20221126,1001.64,0,0,58.1234,,0,0,0,,0,평스라브,철골철근콘크리트구조,0,0,,20.8,0,0,0,,,12001,47,471133304005,0,0,1723.3,20130610,1101,신축허가,5020169,건축과,2013,2,979,10,(철근)콘크리트,,1,,20140228,42,철골철근콘크리트구조,3843.75,3843.75,199.724,3441.85
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,28.0,4711312000111010011,12261100236534,경상북도 포항시 북구 두호동 1101-11번지,,47113,12000,0,1101,0011,,1동,1,일반,2,일반건축물,0,주건축물,10000,교육연구시설,"종교시설,근린생활시설,교육연구시설",1,7,0,0,28,323.4,0,0,14,161,20120517,20221126,977.18,0,0,49.28,,1,0,0,,0,(철근)콘크리트,철골철근콘크리트구조,0,0,,30.2,0,0,0,,,,0,,0,0,1983,20100518,1101,신축허가,5020169,건축과,2010,2,1033,10,(철근)콘크리트,,1,,20100927,42,철골철근콘크리트구조,7407.73,7407.73,287.13,5693.88
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,3.0,4711312000111040000,12261134881,경상북도 포항시 북구 두호동 1104번지,경상북도 포항시 북구 새천년대로1076번길 22 (두호동),47113,12000,0,1104,0000,,,2,집합,3,표제부,0,주건축물,03000,제1종근린생활시설,"제1,2종근린생활시설",1,6,0,0,3,34.5,0,0,6,69,20060515,20221126,296.76,0,0,49.72,,0,0,0,,0,콘크리트스라브,철근콘크리트구조,0,0,,24.51,0,0,0,,,12001,22,471134712362,0,0,596.8,20050826,,,,,,0,1060,10,(철근)콘크리트,,1,,20050909,21,철근콘크리트구조,1833.29,1833.29,298.35,1780.56
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,7.0,4711312100109180000,12261100276099,경상북도 포항시 북구 장성동 918번지,경상북도 포항시 북구 성실로 66-14 (장성동),47113,12100,0,0918,0000,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,4,0,0,7,81,0,0,4,41.7,20150806,20221126,222.1,0,0,49.69,,1,0,0,,0,(철근)콘크리트,철근콘크리트구조,14,0,,9.6,0,0,0,,,12101,66,471133304017,14,0,447,20130605,1101,신축허가,5040051,건축지적과,2013,1,263,10,(철근)콘크리트,,1,,20150603,21,철근콘크리트구조,658.66,658.66,128.72,575.36
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,6.0,4711312100109790000,12261135145,경상북도 포항시 북구 장성동 979번지,경상북도 포항시 북구 새천년대로 1126 (장성동),47113,12100,0,0979,0000,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,"제1,2종근린생활시설",1,6,0,0,6,216.81,0,0,0,0,20071106,20221126,214.94,0,0,49.75,,2,0,0,,0,스라브,철근콘크리트구조,0,0,,23,0,0,0,,,12108,1126,471132303001,0,0,432,20060704,1101,신축허가,5040047,건축과,2007,0,279,90,기타지붕,,1,,20070313,21,철근콘크리트구조,1533.96,1533.96,297.13,1283.58
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4711312100109800002,12261127592,경상북도 포항시 북구 장성동 980-2번지,경상북도 포항시 북구 새천년대로 1128 (장성동),47113,12100,0,0980,0002,,선진종합상가,2,집합,3,표제부,0,주건축물,04000,제2종근린생활시설,근린생활시설/교육연구시설,1,4,0,0,10,115,0,0,0,0,19950616,20221126,531.35,0,0,59.5,,1,0,0,,0,스라브,철근콘크리트조,0,0,,17.8,0,29,0,,,12108,1128,471132303001,0,0,893,19940705,,,,,,0,280,10,(철근)콘크리트,,0,,19940909,21,철근콘크리트구조,2476.95,0,217.87,1945.6
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,23.0,4711312100113530004,12261110794,경상북도 포항시 북구 장성동 1353-4번지,경상북도 포항시 북구 용두산길 25 (장성동),47113,12100,0,1353,0004,,,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,"제2종근린생활시설,단독주택",1,3,0,0,23,264.5,0,0,5,62.5,19940203,20221126,834.04,0,0,59.46,,0,0,0,,0,스라브,철골철근콘크리트조,1,0,,13.6,0,0,0,,,12102,25,471134712483,0,0,1402.8,19930526,,,,,,0,422,10,(철근)콘크리트,,0,,19930607,41,철골콘크리트구조,2759.92,2759.92,137.43,1927.84
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,78.0,4711312100113640001,12261109259,경상북도 포항시 북구 장성동 1364-1번지,경상북도 포항시 북구 삼흥로88번길 11 (장성동),47113,12100,0,1364,0001,산호그린맨션7차,102동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,20,0,0,78,897,0,0,72,828,19960131,20221126,1138.18,0,0,25.84,,0,0,0,,0,스라브,철근콘크리트조,0,0,,56.31,79,0,0,,,12102,11,471134712311,0,0,4405.3,19931231,,,,,,0,472,10,(철근)콘크리트,,1,,19940122,21,철근콘크리트구조,17510.6,17510.6,328.2,14458.15
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,78.0,4711312100113640001,12261109261,경상북도 포항시 북구 장성동 1364-1번지,경상북도 포항시 북구 삼흥로88번길 11 (장성동),47113,12100,0,1364,0001,산호그린맨션7차,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,20,0,0,78,897,0,0,72,828,19960131,20221126,1138.18,0,0,25.84,,0,0,0,,0,스라브,철근콘크리트조,0,0,,56.314,80,0,0,,,12102,11,471134712311,0,0,4405.3,19931231,,,,,,0,473,10,(철근)콘크리트,,1,,19940122,21,철근콘크리트구조,17510.6,17510.6,328.2,14458.15
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,103.0,4711312100113650002,12261100208590,경상북도 포항시 북구 장성동 1365-2번지,경상북도 포항시 북구 삼흥로 87 (장성동),47113,12100,0,1365,0002,,,2,집합,3,표제부,0,주건축물,04000,제2종근린생활시설,"제1,2종근린생활시설,교육연구시설,종교시설",4,8,0,0,103,4612.06,0,0,0,0,20100303,20221126,1203.45,0,0,49.53,,3,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,33.85,0,0,0,,,12102,87,471133304015,0,0,2429.8,20070131,,,,,,2,477,10,(철근)콘크리트,,1,,20070608,21,철근콘크리트구조,14690.56,14690.56,299.61,7279.83
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,25.0,4711312100113660000,12261120634,경상북도 포항시 북구 장성동 1366번지,경상북도 포항시 북구 삼흥로 77-44 (장성동),47113,12100,0,1366,0000,선우비취타운,,2,집합,3,표제부,0,주건축물,02000,공동주택,"아파트,관리사무실",1,15,0,0,25,741.41,0,0,27,313.95,19930424,20221126,836,24.9,1,28.01,,0,0,0,,0,스라브,철근콘크리트,0,0,,40.1,95,0,0,,,12102,77,471133304015,44,0,2984.5,19910830,,,,,,4,480,10,(철근)콘크리트,,1,,1991,21,철근콘크리트구조,9661.23,9661.23,278.52,8313.6
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,25.0,4711312100114180004,12261100271097,경상북도 포항시 북구 장성동 1418-4번지,경상북도 포항시 북구 장량로128번길 2 (장성동),47113,12100,0,1418,0004,행복스토리,,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택,1,10,0,0,25,284.4,0,0,8,87.7,20150326,20221126,738.75,0,0,62.87,,1,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,30.6,36,0,0,,,12101,2,471134712551,0,0,1175,20140401,1101,신축허가,5020169,건축과,2014,2,1058,10,(철근)콘크리트,,1,,20140409,21,철근콘크리트구조,4257.34,4257.34,301.57,3543.5
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4711312100115870004,12261128615,경상북도 포항시 북구 장성동 1587-4번지,경상북도 포항시 북구 침촌로 1-20 (장성동),47113,12100,0,1587,0004,,,1,일반,2,일반건축물,0,주건축물,06000,종교시설,종교시설,1,3,0,0,4,122.01,0,0,5,57.5,20070328,20221126,402.27,0,0,48.2,,0,0,0,,0,기타지붕,"철근콘크리트구조,일반철골조",0,0,,18.35,0,0,0,,,12101,1,471133304041,20,0,834.5,20060704,1101,신축허가,5040047,건축과,2006,1,2492,90,기타지붕,,1,,20060916,21,철근콘크리트구조,998.13,998.13,101.53,847.28
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4711312100115920005,12261100304152,경상북도 포항시 북구 장성동 1592-5번지,경상북도 포항시 북구 침촌마을길 12-9 (장성동),47113,12100,0,1592,0005,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,제1종근린생활시설,1,4,0,0,8,97,0,0,2,23,20170404,20221126,520.7,0,0,53,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,21.95,0,4,0,,,12101,12,471134712722,9,0,982.5,20160328,1101,신축허가,5020290,건축과,2016,2,2521,10,(철근)콘크리트,,1,,20160628,21,철근콘크리트구조,2462.99,2462.99,197.46,1940.02
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,21.0,4711312200104680003,12261100260089,경상북도 포항시 북구 양덕동 468-3번지,경상북도 포항시 북구 장량중앙로 52 (양덕동),47113,12200,0,0468,0003,,,2,집합,3,표제부,0,주건축물,03000,제1종근린생활시설,"제1,2종근린생활시설",1,5,0,0,21,590.99,0,0,0,0,20140610,20230426,596.42,0,0,68.95,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,21.7,0,0,0,,,12201,52,471133304054,0,0,865,20130614,,,,,,1,119,10,(철근)콘크리트,,1,,20130724,21,철근콘크리트구조,3642.89,3642.89,421.14,3642.89
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4711312200106460001,12261100289477,경상북도 포항시 북구 양덕동 646-1번지,경상북도 포항시 북구 법원로 165 (양덕동),47113,12200,0,0646,0001,금성빌딩,,2,집합,3,표제부,0,주건축물,03000,제1종근린생활시설,제1종근린생활시설,1,5,0,0,10,115.7,0,0,0,0,20160502,20221126,395.58,0,0,69.64,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,23.1,0,0,0,,,12202,165,471133304011,0,0,568,20150501,1101,신축허가,5020290,건축과,2015,1,127,10,(철근)콘크리트,,1,,20150706,21,철근콘크리트구조,2454.77,2454.77,347.71,1975.02
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4711312200106580001,12261100388255,경상북도 포항시 북구 양덕동 658-1번지,경상북도 포항시 북구 장량중앙로65번길 7 (양덕동),47113,12200,0,0658,0001,현성빌딩,,2,집합,3,표제부,0,주건축물,14000,업무시설,"제1,2종근린생활시설,업무시설",1,4,0,0,10,293.35,0,0,1,11.5,20220412,20231128,370.68,0,0,69.94,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,16.9,0,15,0,,,12201,7,471134712849,0,0,530,20171103,1101,신축허가,5040056,건축허가과,2017,1,181,10,(철근)콘크리트,,0,,20201102,21,철근콘크리트구조,1824.75,1824.75,277.65,1471.52
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,16.0,4711312200106680003,12261100230323,경상북도 포항시 북구 양덕동 668-3번지,경상북도 포항시 북구 법원로 162 (양덕동),47113,12200,0,0668,0003,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,"업무시설,제1,2종근린생활시설",1,5,0,0,16,511.06,0,0,2,23,20111018,20250709,407.62,0,0,69.3,,0,0,0,,0,평스라브,철근콘크리트구조,0,0,,20.9,0,0,0,,,12202,162,471133304011,0,0,588.2,20101208,1101,신축허가,5020169,건축과,2010,1,201,10,(철근)콘크리트,,1,,20101224,21,철근콘크리트구조,2494.18,2494.18,337.15,1983.12
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4711312200106890004,12261100340755,경상북도 포항시 북구 양덕동 689-4번지,경상북도 포항시 북구 신덕로 248 (양덕동),47113,12200,0,0689,0004,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,제1종근린생활시설,1,5,0,0,10,115.7,0,0,0,0,20190221,20240507,404.43,0,0,69.61,,0,0,0,,0,슬라브,철근콘크리트구조,0,0,,21.95,0,0,0,,,12202,248,471133304020,0,0,581,20180123,1101,신축허가,5020322,건축과,2018,1,248,10,(철근)콘크리트,0.282g(Ⅷ),1,,20180413,21,철근콘크리트구조,2384.97,2384.97,338.39,1966.06
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,12.0,4711312200112630000,12261100229018,경상북도 포항시 북구 양덕동 1263번지,경상북도 포항시 북구 천마로 55 (양덕동),47113,12200,0,1263,0000,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,제1종근린생활시설,1,6,0,0,12,138.7,0,0,0,0,20110818,20221126,435.33,0,0,79.66,,0,0,0,,0,스라브,철근콘크리트구조,0,0,,24.3,0,0,0,,,12201,55,471133304037,0,0,546.5,20101117,1101,신축허가,5020169,건축과,2010,1,575,10,(철근)콘크리트,,1,,20101202,21,철근콘크리트구조,2952.24,2952.24,455.16,2487.43
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1666.0,4711312200117310000,12261100187929,경상북도 포항시 북구 양덕동 1731번지,경상북도 포항시 북구 양덕로 60 (양덕동),47113,12200,0,1731,0000,포항양덕풍림아이원,지하주차장1,2,집합,3,표제부,1,부속건축물,02000,공동주택,지하주차장,1,0,0,0,1666,48889.2006,0,0,885,0,20080627,20221126,0,0,0,0,,0,0,0,,0,경사지붕,철근콘크리트구조,0,0,,0,0,0,0,,,12201,60,471133304025,0,0,0,20041230,2101,주택건설사업계획승인,5020169,건축과,2004,0,1113,90,기타지붕,,0,,20051130,21,철근콘크리트구조,10887.3808,10887.3808,0,0
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1666.0,4711312200117310000,12261100187930,경상북도 포항시 북구 양덕동 1731번지,경상북도 포항시 북구 양덕로 60 (양덕동),47113,12200,0,1731,0000,포항양덕풍림아이원,지하주차장2,2,집합,3,표제부,1,부속건축물,02000,공동주택,지하주차장,1,0,0,0,1666,48889.2006,0,0,885,0,20080627,20221126,0,0,0,0,,0,0,0,,0,경사지붕,철근콘크리트구조,0,0,,0,0,0,0,,,12201,60,471133304025,0,0,0,20041230,2101,주택건설사업계획승인,5020169,건축과,2004,0,1084,90,기타지붕,,0,,20051130,21,철근콘크리트구조,11778.1246,11778.1246,0,0
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1666.0,4711312200117310000,12261100187933,경상북도 포항시 북구 양덕동 1731번지,경상북도 포항시 북구 양덕로 60 (양덕동),47113,12200,0,1731,0000,포항양덕풍림아이원,지하주차장3,2,집합,3,표제부,1,부속건축물,02000,공동주택,지하주차장,1,0,0,0,1666,48889.2006,0,0,885,0,20080627,20221126,0,0,0,0,,0,0,0,,0,경사지붕,철근콘크리트구조,0,0,,0,0,0,0,,,12201,60,471133304025,0,0,0,20041230,2101,주택건설사업계획승인,5020169,건축과,2004,0,1096,10,(철근)콘크리트,,0,,20051130,21,철근콘크리트구조,12377.2943,12377.2943,0,0
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1666.0,4711312200117310000,12261100187937,경상북도 포항시 북구 양덕동 1731번지,경상북도 포항시 북구 양덕로 60 (양덕동),47113,12200,0,1731,0000,포항양덕풍림아이원,지하주차장4,2,집합,3,표제부,1,부속건축물,02000,공동주택,지하주차장,1,0,0,0,1666,48889.2006,0,0,885,0,20080627,20221126,0,0,0,0,,0,0,0,,0,경사지붕,철근콘크리트구조,0,0,,0,0,0,0,,,12201,60,471133304025,0,0,0,20041230,2101,주택건설사업계획승인,5020169,건축과,2004,0,1097,10,(철근)콘크리트,,0,,20051130,21,철근콘크리트구조,13846.4009,13846.4009,0,0
