objectid,SHAPE__Area,SHAPE__Length,fldn_area,fldn_bgng_tm,fldn_bgng_ymd,fldn_cs_dtl_nm,fldn_dowa,fldn_dst_nm,fldn_end_tm,fldn_end_ymd,fldn_grade,fldn_yr,sn,stdg_ctpv_cd,stdg_sgg_cd
1,14144.746051215,712.9086269599154,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.64,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,261,47,47130
2,1289.913095285,199.67660606492103,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,304,47,47130
3,68158.575350865,1071.2693209577767,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,101,47,47130
4,12251.699377725,445.4178667202156,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,288,47,47130
5,1001.44533882,138.8910828740765,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,300,47,47130
6,1350.500536675,260.88201258168544,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,154,47,47130
7,8538.2348069,497.6848707986785,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,196,47,47130
8,4909.16863509,316.2980353870679,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,252,47,47130
9,36418.417177975,835.4046235550018,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,24,47,47130
10,7981.87494171,411.49087348635624,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,233,47,47130
11,1232.879562405,195.92369583355955,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,280,47,47130
12,6205.57881123,328.6469551501441,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.11,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,303,47,47130
13,3853.8126929,312.9098668529596,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,248,47,47130
14,29577.461597415,749.6835880429546,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.24,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,65,47,47130
15,446.377521815,84.07789137981847,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,205,47,47130
16,7025.12523329,344.36697237184507,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,53,47,47130
17,14497.36927297,509.3697297906925,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,193,47,47130
18,4699.528948325,328.09063006730804,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,138,47,47130
19,6094.930385455,345.5656886762956,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,62,47,47130
20,19303.27811599,569.121760071557,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,197,47,47130
21,33852.538715725,774.3046512250157,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,202,47,47130
22,12692.83291275,537.3802430851861,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,99,47,47130
23,14768.9929744,531.5630062311475,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,128,47,47130
24,3632.052624985,257.6009101023815,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,133,47,47130
25,4768.980120985,317.91241708069106,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,273,47,47130
26,7739.97110788,372.6677695872156,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,244,47,47130
27,2854.2849202,260.2135514688408,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,181,47,47130
28,25452.932234055,738.7759401447274,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,134,47,47130
29,2455.586977755,215.59552384046827,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,103,47,47130
30,3830.914196095,257.5863723271753,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.2,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,159,47,47130
31,407.334215345,80.42275035875042,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,287,47,47130
32,1052.26901674,216.82051930026273,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,222,47,47130
33,12980.842738355,552.3994810879852,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.24,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,257,47,47130
34,7401.38034105,382.3217031553857,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,266,47,47130
35,5394.76467659,324.9182577344031,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,267,47,47130
36,3323.41329188,386.22041100148056,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,49,47,47130
37,17186.985539395,543.1363914757264,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,150,47,47130
38,10480.246007165,440.26106358510145,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,269,47,47130
39,10250.794078795,454.6026943090043,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,216,47,47130
40,4161.355606465,385.4730505061574,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,165,47,47130
41,22470.315125795,637.47434065485,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,5,47,47130
42,3881.176441775,328.13470924817915,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.32,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,58,47,47130
43,341.0872028,77.48748933964814,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,238,47,47130
44,17654.748716575,684.8183801873015,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,90,47,47130
45,4233.84857231,297.9797141768568,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,256,47,47130
46,3022.224730675,296.49082847202436,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,109,47,47130
47,1417.934236705,189.39440990219907,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.31,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,289,47,47130
48,16905.851747885,670.5889828602116,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,94,47,47130
49,15879.09305765,518.2004751039572,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,107,47,47130
50,10597.067454515,748.887204076923,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.09,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,56,47,47130
51,11135.89739826,482.25379553188327,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,277,47,47130
52,6364.84055208,331.9125617947166,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,214,47,47130
53,24634.9136475,653.1867669544258,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,215,47,47130
54,15416.10631764,495.86928808464074,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,237,47,47130
55,2957.85096003,276.61778627423234,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,207,47,47130
56,9045.076346565,380.7990279423219,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,185,47,47130
57,5562.696812405,354.3825236723574,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,295,47,47130
58,10325.9357024,511.94220734287586,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,19,47,47130
59,22722.24905073,654.4680311332017,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,210,47,47130
60,13990.59568754,630.7011393226712,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,139,47,47130
61,3476.950992465,279.2723604918807,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,208,47,47130
62,5896.629361475,392.2293125254297,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,97,47,47130
63,10652.91715918,477.36264697512536,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,168,47,47130
64,1053.980121385,234.20281997508147,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,80,47,47130
65,13905.16828139,502.4682335620106,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,204,47,47130
66,3528.52724712,265.8328073822566,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.11,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,189,47,47130
67,4237.18215967,354.13954250126557,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.72,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,173,47,47130
68,18227.940548825,575.6376089940518,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,115,47,47130
69,3848.83323695,292.9628546242082,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,220,47,47130
70,692.564783785,133.68508945472132,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,264,47,47130
71,10946.322982315,493.83301516800253,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,140,47,47130
72,19318.554793385,654.3156830846995,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,145,47,47130
73,117.982524535,72.9681487120045,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.38,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,12,47,47130
74,36341.10668388,896.8973445247063,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.72,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,236,47,47130
75,12.087943275,70.98039109655465,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,47,47,47130
76,23139.016943605,663.2639969638897,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,294,47,47130
77,17938.611052855,560.3957142166536,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,251,47,47130
78,4497.35013197,299.51240745037614,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,105,47,47130
79,4947.87113556,347.5466605183608,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.31,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,199,47,47130
80,20837.062457685,584.6599179221157,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,156,47,47130
81,21076.184350745,587.1466584095748,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,250,47,47130
82,4300.495122455,288.46313865536365,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,183,47,47130
83,2566.755858395,271.40966828505185,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,272,47,47130
84,28103.793764805,706.9116079841317,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,74,47,47130
85,2739.03603451,228.30607710442357,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.64,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,176,47,47130
86,450.71918627,116.21916846929227,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,142,47,47130
87,9819.287880075,395.62225308686027,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,34,47,47130
88,10809.84340393,420.74818245631315,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,265,47,47130
89,30496.15567029,737.1840114599795,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,111,47,47130
90,3063.16162612,228.76364301082165,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.32,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,54,47,47130
91,8491.908344675,402.8652179368957,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,64,47,47130
92,7972.68510678,470.8237900124585,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,162,47,47130
93,31298.450218985,766.7151494919307,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,76,47,47130
94,12086.245202915,563.8962316934264,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,275,47,47130
95,8469.707984315,483.65768687052855,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,137,47,47130
96,2609.05651003,254.77438191511612,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,274,47,47130
97,9355.759187365,385.1920837746831,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,186,47,47130
98,2570.892293495,203.55026346114934,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,59,47,47130
99,9646.722275795,437.8341081618253,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,166,47,47130
100,8601.15820707,388.53778505661154,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.09,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,23,47,47130
101,12510.81996551,469.96412657309696,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,232,47,47130
102,17162.47178975,667.655572926196,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.15,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,108,47,47130
103,5914.977476575,386.4495460174727,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.64,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,299,47,47130
104,3126.292944745,297.25288032825443,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,239,47,47130
105,62970.142021375,1151.7451309568182,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,40,47,47130
106,17597.45490246,582.7558755028772,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,32,47,47130
107,11070.375328965,508.4604633631464,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,228,47,47130
108,5567.789293155,495.0761951416787,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,93,47,47130
109,7254.63934308,558.1084462722623,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.75,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,39,47,47130
110,3123.334535905,275.09042793535934,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,3,47,47130
111,8611.67252712,392.7284917418215,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,253,47,47130
112,57535.701238005,1091.8439992448255,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,254,47,47130
113,278.040922445,113.60769923348094,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,247,47,47130
114,4456.810631385,289.30956384069276,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,243,47,47130
115,34864.03933323,984.8703231507709,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.12,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,307,47,47130
116,11695.16808684,439.5114795398962,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,195,47,47130
117,12192.015650075,463.6178025682639,140736,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.14,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,182,47,47130
156,151.65698889,87.20857692180498,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.77,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,174,47,47130
118,2279.084985165,239.15809562492035,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,297,47,47130
119,519.86295773,98.99611505959572,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,141,47,47130
120,1704.34307792,193.77475987289435,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.18,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,27,47,47130
121,4961.58008099,297.56209513384135,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,167,47,47130
122,14160.124406605,585.7590644577066,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,276,47,47130
123,1437.45039619,162.903707092643,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,235,47,47130
124,4049.17512811,494.44334421160545,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.85,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,33,47,47130
125,2229.279841835,334.28125319947486,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.88,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,30,47,47130
126,24210.23396337,718.5855782040386,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,123,47,47130
127,6668.06691099,489.5061287180119,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,113,47,47130
128,44356.770312515,990.7332576435789,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,298,47,47130
129,5557.420037405,322.8309682573523,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.41,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,61,47,47130
130,2512.10377682,341.68919902174343,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.86,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,122,47,47130
131,7949.73940151,465.29443792461257,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.42,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,224,47,47130
132,5514.986777295,340.64813779934735,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,155,47,47130
133,5832.09763491,455.0026207907424,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.2,2002년도 제 15호태풍 루사 집중호우,0000,20020901,1,2002,63,47,47130
134,6011.99243837,345.9311694431695,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,225,47,47130
135,16379.907660995,543.9372351071663,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,234,47,47130
136,13690.771286025,511.6648586344035,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.13,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,121,47,47130
137,4373.48850859,347.09512471058173,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",2.6,2002년도 제 15호태풍 루사 집중호우,0000,20020901,5,2002,104,47,47130
138,267.350583715,68.19180872101103,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.26,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,188,47,47130
139,21440.00576448,820.8636071349417,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.95,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,201,47,47130
140,7342.932357325,517.695052939572,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,151,47,47130
141,37161.418380045,846.4362212043559,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.84,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,29,47,47130
142,89315.34895692,1323.7614533289268,275165,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.71,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,152,47,47130
143,27517.164762475,857.8203244265069,111757,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.64,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,278,47,47130
