objectid,SHAPE__Area,SHAPE__Length,fldn_area,fldn_bgng_tm,fldn_bgng_ymd,fldn_cs_dtl_nm,fldn_dowa,fldn_dst_nm,fldn_end_tm,fldn_end_ymd,fldn_grade,fldn_yr,sn,stdg_ctpv_cd,stdg_sgg_cd
16242,78612.828492815,1251.1803614080764,156657,0600,20181006,태풍 콩레이로인한 집중호우,1.284,태풍 콩레이,2000,20181006,3,2018,336,47,47130
16243,87802.660430745,2017.3829480246998,156657,0600,20181006,태풍 콩레이로인한 집중호우,0.751,태풍 콩레이,2000,20181006,2,2018,334,47,47130
16264,101246.43694139,1653.097268183008,66320,0600,20181006,태풍 콩레이로 인한 집중호우,0.412,태풍 콩레이,2000,20181006,1,2018,343,47,47130
16265,16697.67772793,671.6165676226989,57135,0600,20181006,태풍 콩레이로 인한 집중호우,1.838,태풍 콩레이,2000,20181006,4,2018,344,47,47130
16266,53032.437360605,1030.0984805872697,57135,0600,20181006,태풍 콩레이로 인한 집중호우,0.858,태풍 콩레이,2000,20181006,2,2018,347,47,47130
16287,110307.2873891,1606.0866462622384,88146,0600,20181006,태풍 콩레이로 인한 집중호우,0.794,태풍 콩레이,2000,20181006,2,2018,345,47,47130
16288,24274.129443995,721.2066102346606,88146,0600,20181006,태풍 콩레이로 인한 집중호우,0.48,태풍 콩레이,2000,20181006,1,2018,342,47,47130
16289,17504.906947415,652.4898493522909,57135,0600,20181006,태풍 콩레이로 인한 집중호우,1.45,태풍 콩레이,2000,20181006,3,2018,349,47,47130
16290,52088.26170649,1044.32749338317,55600,0600,20181006,태풍 콩레이로 인한 집중호우,1.819,태풍 콩레이,2000,20181006,4,2018,348,47,47130
16291,32805.88229015,743.3809236605424,55600,0600,20181006,태풍 콩레이로 인한 집중호우,2.376,태풍 콩레이,2000,20181006,5,2018,346,47,47130
16292,642.562113685,113.09831268896728,4546,0600,20181006,태풍 콩레이로 인한 집중호우,2.482,태풍 콩레이,2000,20181006,5,2018,369,47,47130
16293,231.142447445,61.51406804791214,1686,0600,20181006,태풍 콩레이로 인한 집중호우,1.98,태풍 콩레이,2000,20181006,4,2018,362,47,47130
16294,710.05341918,136.40337174493627,4546,0600,20181006,태풍 콩레이로 인한 집중호우,0.486,태풍 콩레이,2000,20181006,1,2018,370,47,47130
16295,511.50651919,117.56558881561033,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.882,태풍 콩레이,2000,20181006,2,2018,379,47,47130
16296,653.8235062,102.89633280634465,4546,0600,20181006,태풍 콩레이로 인한 집중호우,1.979,태풍 콩레이,2000,20181006,4,2018,352,47,47130
16297,187.52120855,55.383362813071095,1686,0600,20181006,태풍 콩레이로 인한 집중호우,1.97,태풍 콩레이,2000,20181006,4,2018,357,47,47130
16298,141.891846885,47.69521388355019,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.979,태풍 콩레이,2000,20181006,2,2018,372,47,47130
16299,638.80923962,154.49533961106974,800,0600,20181006,태풍 콩레이로 인한 집중호우,0.952,태풍 콩레이,2000,20181006,2,2018,356,47,47130
16300,169.914581135,56.15914668610632,800,0600,20181006,태풍 콩레이로 인한 집중호우,0.486,태풍 콩레이,2000,20181006,1,2018,361,47,47130
16301,944.69369014,134.32987711053462,4546,0600,20181006,태풍 콩레이로 인한 집중호우,2.776,태풍 콩레이,2000,20181006,5,2018,364,47,47130
16312,72431.7839469,1189.0786881516683,156657,0600,20181006,태풍 콩레이로인한 집중호우,0.401,태풍 콩레이,2000,20181006,1,2018,335,47,47130
16313,13767.0324178,507.5697957036616,9040,0600,20181006,집중호우,0.839,태풍 콩레이,2000,20181006,2,2018,337,47,47130
16314,2860.585614735,349.8460268884559,39679,0600,20181006,태풍 콩레이로 인한 집중호우,1.222,태풍 콩레이,2000,20181006,3,2018,340,47,47130
16315,20707.3370305,897.775254614791,39679,0600,20181006,태풍 콩레이로 인한 집중호우,0.789,태풍 콩레이,2000,20181006,2,2018,338,47,47130
16316,36900.057800505,1317.6853654443971,39679,0600,20181006,태풍 콩레이로 인한 집중호우,0.402,태풍 콩레이,2000,20181006,1,2018,339,47,47130
16317,47632.577716295,953.7571081453307,31265,0600,20181006,태풍 콩레이로 인한 집중호우,0.837,태풍 콩레이,2000,20181006,2,2018,341,47,47130
16339,2122.068795445,263.69133884548006,3082,0600,20181006,태풍 콩레이로 인한 집중호우,1.489,태풍 콩레이,2000,20181006,3,2018,375,47,47130
16340,116.95084975,44.24973186862579,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.666,태풍 콩레이,2000,20181006,2,2018,376,47,47130
16341,211.99844119,69.88341202824479,800,0600,20181006,태풍 콩레이로 인한 집중호우,0.489,태풍 콩레이,2000,20181006,1,2018,355,47,47130
16342,232.424465455,61.4484027342773,1686,0600,20181006,태풍 콩레이로 인한 집중호우,0.99,태풍 콩레이,2000,20181006,2,2018,371,47,47130
16343,187.11687865,54.95249844362754,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.982,태풍 콩레이,2000,20181006,2,2018,366,47,47130
16344,204.715901505,57.99117207449879,1686,0600,20181006,태풍 콩레이로 인한 집중호우,0.48,태풍 콩레이,2000,20181006,1,2018,380,47,47130
16345,451.866606805,85.30108115561285,4546,0600,20181006,태풍 콩레이로 인한 집중호우,0.982,태풍 콩레이,2000,20181006,2,2018,350,47,47130
16346,547.30827703,95.54756128758119,4546,0600,20181006,태풍 콩레이로 인한 집중호우,1.476,태풍 콩레이,2000,20181006,3,2018,354,47,47130
16347,141.327550995,48.06156998179366,1686,0600,20181006,태풍 콩레이로 인한 집중호우,0.974,태풍 콩레이,2000,20181006,2,2018,365,47,47130
16348,243.66516019,63.71427811758383,1686,0600,20181006,태풍 콩레이로 인한 집중호우,1.48,태풍 콩레이,2000,20181006,3,2018,360,47,47130
16349,204.65134171,59.90023996052657,800,0600,20181006,태풍 콩레이로 인한 집중호우,0.489,태풍 콩레이,2000,20181006,1,2018,378,47,47130
16350,1048.537057905,178.46818765927273,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.379,태풍 콩레이,2000,20181006,1,2018,363,47,47130
16351,82.47940621,37.003722263809955,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.469,태풍 콩레이,2000,20181006,1,2018,374,47,47130
16352,393.26690499,88.49320555290494,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.486,태풍 콩레이,2000,20181006,1,2018,353,47,47130
16353,940.512156565,164.89191577912277,1686,0600,20181006,태풍 콩레이로 인한 집중호우,2.477,태풍 콩레이,2000,20181006,5,2018,373,47,47130
16354,601.17151624,104.59269875941857,4546,0600,20181006,태풍 콩레이로 인한 집중호우,0.986,태풍 콩레이,2000,20181006,2,2018,368,47,47130
16355,115.74581442,43.25064336301655,3082,0600,20181006,태풍 콩레이로 인한 집중호우,0.472,태풍 콩레이,2000,20181006,1,2018,367,47,47130
16356,891.55618763,125.14230145708886,4546,0600,20181006,태풍 콩레이로 인한 집중호우,0.479,태풍 콩레이,2000,20181006,1,2018,377,47,47130
16357,668.668145295,109.8174461189159,4546,0600,20181006,태풍 콩레이로 인한 집중호우,1.486,태풍 콩레이,2000,20181006,3,2018,351,47,47130
16358,268.49168427,67.0882613521311,1686,0600,20181006,태풍 콩레이로 인한 집중호우,1.48,태풍 콩레이,2000,20181006,3,2018,381,47,47130
16359,130.58315626,46.51674798569088,1686,0600,20181006,태풍 콩레이로 인한 집중호우,0.48,태풍 콩레이,2000,20181006,1,2018,358,47,47130
16378,486.8559378,90.51958802026431,4546,0600,20181006,태풍 콩레이로 인한 집중호우,2.479,태풍 콩레이,2000,20181006,5,2018,382,47,47130
16379,360.450884445,84.00487594964927,4546,0600,20181006,태풍 콩레이로 인한 집중호우,1.979,태풍 콩레이,2000,20181006,4,2018,359,47,47130
16380,7150.67138595,882.2264935577546,4658,2000,20180704,집중호우로 인한 도로침수,0.378,2018년 국지성 집중호우,2300,20180704,1,2018,383,47,47190
16381,8917.08706917,519.367332494794,5809,2000,20180704,집중호우에 의한 도로침수,0.797,2018년 국지성 집중호우,2300,20180704,2,2018,384,47,47190
16382,25682.870892935,771.7009081255325,29691,0000,20181005,국지성집중호우,1.082,제25호태풍콩레이,1400,20181006,3,2018,386,47,47770
16383,20245.23804312,814.3381906841698,29691,0000,20181005,국지성집중호우,0.796,제25호태풍콩레이,1400,20181006,2,2018,385,47,47770
16995,48631.172917545,1086.4675293018927,604796,1600,20190922,국지성집중호우,1.773,제17호태풍타파,0900,20190924,4,2019,455,47,47113
16996,10312.6622637,501.96368873426655,604796,1600,20190922,국지성집중호우,0.861,제17호태풍타파,0900,20190924,2,2019,457,47,47113
16997,15141.077287755,770.2663202316418,604796,1600,20190922,국지성집중호우,0.929,제17호태풍타파,0900,20190924,2,2019,485,47,47113
16998,42113.174026795,1121.782292231299,604796,1600,20190922,국지성집중호우,1.57,제17호태풍타파,0900,20190924,4,2019,482,47,47113
16999,2341.85027717,191.88077663477702,110754,1600,20190922,국지성집중호우,0.057,제17호태풍타파,0900,20190924,1,2019,495,47,47113
17000,53072.30867446,1381.1050875864448,604796,1600,20190922,국지성집중호우,1.116,제17호태풍타파,0900,20190924,3,2019,487,47,47113
17001,2606.26882264,264.77571613965796,604796,1600,20190922,국지성집중호우,0.867,제17호태풍타파,0900,20190924,2,2019,465,47,47113
17002,10066.09726261,540.3189742107321,604796,1600,20190922,국지성집중호우,0.898,제17호태풍타파,0900,20190924,2,2019,504,47,47113
17003,21979.45105556,640.1948164349564,604796,1600,20190922,국지성집중호우,1.65,제17호태풍타파,0900,20190924,4,2019,476,47,47113
17004,47669.855944365,971.5549455328353,31022,1200,20191003,집중호우,0.442,제18호 태풍 미탁,0900,20191004,1,2019,458,47,47113
17005,3567.471650105,307.8892992922071,2299,2300,20191002,하천 범람,1.23,제18호 태풍 미탁,0300,20191003,3,2019,568,47,47760
17006,2678.21473688,322.04002110379736,1726,2300,20191002,하천 범람,1.6,제18호 태풍 미탁,0300,20191003,4,2019,566,47,47760
17007,4537.94561761,570.1498373778613,2924,2300,20191002,세천 합류부분 역류로 인한 침수,0.431,제18호 태풍 미탁,0300,20191003,1,2019,562,47,47760
17008,1880.987594165,244.24580500686508,1212,2300,20191002,하천 범람,0.67,제18호 태풍 미탁,0300,20191003,2,2019,573,47,47760
17009,177310.31397564,1775.8524646115877,187524,0000,20181006,태풍으로 인한 국지성집중호우,1.691,제25호 태풍 콩레이,1400,20181006,4,2019,580,47,47770
17010,14500.15476277,485.47373183168435,18562,0000,20181006,태풍으로 인한 국지성집중호우,2.82,제25호 태풍 콩레이,1400,20181006,5,2019,588,47,47770
17011,13203.542083585,722.6117288572772,57194,0000,20181006,태풍으로 인한 국지성집중호우,1.167,제25호 태풍 콩레이,1400,20181006,3,2019,576,47,47770
17012,20219.866663135,653.9934876057605,240248,0000,20181006,태풍으로 인한 국지성집중호우,1.495,제25호 태풍 콩레이,1400,20181006,3,2019,581,47,47770
17013,122984.057213765,1709.7423810123917,123547,2000,20191002,국지성 호우에 의한 연호정 역류 및 하천범람,0.625,제18호 태풍 미탁,0400,20191003,2,2019,670,47,47930
17014,6512.44525921,679.6893420562639,9830,2000,20191002,국지성 집중호우로 인한 하천범람,0.805,제18호 태풍 미탁,0400,20191003,2,2019,671,47,47930
17015,15929.51284893,599.4274055788151,169214,2000,20191002,국지성 집중호우로 인한 저지대 침수,1.129,제18호 태풍 미탁,0400,20191003,3,2019,667,47,47930
17016,8923.16137102,583.8690650479596,9830,2000,20191002,국지성 집중호우로 인한 하천범람,1.338,제18호 태풍 미탁,0400,20191003,3,2019,666,47,47930
17122,18704.4737775,1412.2881429001247,604796,1600,20190922,국지성집중호우,0.486,제17호태풍타파,0900,20190924,1,2019,481,47,47113
17123,67515.09313496,3022.72142958629,604796,1600,20190922,국지성집중호우,1.385,제17호태풍타파,0900,20190924,3,2019,467,47,47113
17124,88872.68341647,1601.6229768850292,110754,1600,20190922,국지성집중호우,0.685,제17호태풍타파,0900,20190924,2,2019,464,47,47113
17125,76691.942447435,1255.9643555192795,187524,0000,20181006,태풍으로 인한 국지성집중호우,1.273,제25호 태풍 콩레이,1400,20181006,3,2019,587,47,47770
17126,295223.61369647,2699.4970940132284,240248,0000,20181006,태풍으로 인한 국지성집중호우,2.262,제25호 태풍 콩레이,1400,20181006,5,2019,575,47,47770
17127,53706.617712375,1004.2865088140719,57194,0000,20181006,태풍으로 인한 국지성집중호우,2.476,제25호 태풍 콩레이,1400,20181006,5,2019,584,47,47770
17128,111030.927559595,1593.2520050240007,174491,0000,20181006,태풍으로 인한 국지성집중호우,1.399,제25호 태풍 콩레이,1400,20181006,3,2019,585,47,47770
17236,10159.010275135,419.16482337660125,130129,2300,20191002,내수침수,1.285,제 18호 태풍 미탁,0700,20191003,3,2019,591,47,47770
17237,7008.965930475,411.8040215020891,5763,0000,20191002,태풍으로인한 집중호우 내수침수,0.678,제 18호태풍 미탁,0800,20191003,2,2019,598,47,47770
17238,15843.45780786,971.358873035692,13343,2300,20191002,태풍으로인한 집중호우 내수침수,0.89,제 18호태풍 미탁,0800,20191003,2,2019,599,47,47770
17239,132459.05969088,2065.0078642905437,130129,2300,20191002,내수침수,0.91,제 18호 태풍 미탁,0700,20191003,2,2019,593,47,47770
17240,98939.02808923,1546.5644198957796,100959,2000,20191002,국지성 집중호우에 따른 하천범람 및 하천역류에 의해 배수가 원할하지 못하여 침수,1.008,제18호 태풍 미탁,0400,20191003,3,2019,674,47,47930
17249,14216.83800706,589.6028670902617,134956,1200,20191003,집중호우,0.376,제18호 태풍 미탁,0900,20191004,1,2019,447,47,47113
17250,33275.23263917,780.1126044636108,604796,1600,20190922,국지성집중호우,1.388,제17호태풍타파,0900,20190924,3,2019,471,47,47113
17251,1329.230725215,532.2894202635102,419556,1600,20190922,국지성집중호우,1.009,제17호태풍타파,0900,20190924,3,2019,452,47,47113
17252,18617.47576184,1863.9762299474173,604796,1600,20190922,국지성집중호우,0.637,제17호태풍타파,0900,20190924,2,2019,473,47,47113
17253,274890.86703324,3089.8013244459785,262699,1200,20191003,국지성집중호우,1.256,제18호 태풍 미탁,0900,20191004,3,2019,448,47,47113
17254,22472.561106165,654.6717597945334,604796,1600,20190922,국지성집중호우,1.032,제17호태풍타파,0900,20190924,3,2019,474,47,47113
17256,26865.030387295,693.6186385527682,604796,1600,20190922,국지성집중호우,1.644,제17호태풍타파,0900,20190924,4,2019,451,47,47113
17257,45338.50940744,2375.2105837489803,154383,2300,20191002,내수침수 및 하천범람,1.261,제18호 태풍 미탁,0800,20191003,3,2019,590,47,47770
17258,1938.369557145,192.77389550036602,5763,0000,20191002,태풍으로인한 집중호우 내수침수,0.394,제 18호태풍 미탁,0800,20191003,1,2019,596,47,47770
17259,9653.40263736,704.7437416499898,21128,2300,20191002,하천범람 및 내수침수,1.118,제18호 태풍 콩레이,0800,20191003,3,2019,600,47,47770
17260,105002.91910933,2482.103181435588,81512,2000,20191002,태풍으로 인한 집중호우 및 하천범람에 의한 침수,0.231,제18호 태풍 미탁,0400,20191003,1,2019,696,47,47930
17261,6375.407829045,612.0565827998265,21128,2300,20191002,하천범람 및 내수침수,1.675,제18호 태풍 콩레이,0800,20191003,4,2019,605,47,47770
17262,47752.301082615,965.1093017858384,79377,2000,20191002,국지성 호우에 의한 저지대 침수,1.311,제18호 태풍 미탁,0400,,3,2019,689,47,47930
17263,20488.549500835,840.7117216633945,21640,2000,20191002,국지성 호우로 인한 하천범람,2.969,제18호 태풍 미탁,0400,20191003,5,2019,688,47,47930
17264,42757.6038453,1168.2091002796835,40814,2000,20191002,태풍으로 인한 집중호우 및 하천범람에 의한 침수,0.251,제18호 태풍 미탁,0400,20191003,1,2019,692,47,47930
17265,20235.99766068,771.287178206262,33536,2000,20191002,태풍으로 인한 국지성호우 와 하천범람에 따른 침수,0.834,제18호 태풍 미탁,0400,20191003,2,2019,693,47,47930
17266,9685.962932495,432.322344037959,40814,2000,20191002,태풍으로 인한 집중호우 및 하천범람에 의한 침수,0.657,제18호 태풍 미탁,0400,20191003,2,2019,694,47,47930
17278,125875.4806642,1777.321772821752,262699,1200,20191003,국지성집중호우,0.82,제18호 태풍 미탁,0900,20191004,2,2019,472,47,47113
17279,26097.210441485,853.6331233812804,419556,1600,20190922,국지성집중호우,0.639,제17호태풍타파,0900,20190924,2,2019,484,47,47113
17280,83168.561466235,1400.3564171893001,151836,1200,20191003,집중호우,0.497,제18호 태풍 미탁,0900,20191004,1,2019,461,47,47113
17281,4802.57631798,440.2501226315201,3087,0000,20191002,구거로 하천 역류에 따른 침수,0.448,제18호 태풍 미탁,0300,20191003,1,2019,512,47,47760
17282,594.896345805,108.4515944141627,382,2300,20191002,소하천 범람,0.434,제18호 태풍 미탁,0300,20191003,1,2019,508,47,47760
17283,1658.976768715,209.0651077390532,1066,2300,20191002,소하천 범람,0.712,제18호 태풍 미탁,0300,20191003,2,2019,507,47,47760
17284,1074.91284587,181.45585285538627,691,2300,20191002,소하천 범람,0.49,제18호 태풍 미탁,0300,20191003,1,2019,506,47,47760
17285,2331.036040795,208.74602476341025,1498,2300,20191002,소하천 범람,0.433,제18호 태풍 미탁,0300,20191003,1,2019,511,47,47760
17286,14108.99398828,554.9001910837605,11472,2300,20191002,구거로 하천 역류에 따른 침수,0.9,제18호 태풍 미탁,0300,20191003,2,2019,509,47,47760
17287,11798.26371939,575.0527096589252,21128,2300,20191002,하천범람 및 내수침수,0.576,제18호 태풍 콩레이,0800,20191003,2,2019,606,47,47770
17288,9505.49280933,514.2605096491677,11051,2200,20191002,하천범람 및 내수침수,0.654,제18호 태풍 콩레이,0500,20191003,2,2019,601,47,47770
17289,4140.525175505,352.5540675424282,11051,2200,20191002,하천범람 및 내수침수,1.328,제18호 태풍 콩레이,0500,20191003,3,2019,603,47,47770
17290,5051.33033908,438.813180714676,21128,2300,20191002,하천범람 및 내수침수,2.216,제18호 태풍 콩레이,0800,20191003,5,2019,602,47,47770
17291,3550.621762905,282.72247554399314,11051,2200,20191002,하천범람 및 내수침수,1.71,제18호 태풍 콩레이,0500,20191003,4,2019,604,47,47770
17292,37131.73977445,977.2806341288209,110875,2300,20191002,내수침수,2.258,제 18호 태풍 미탁,0800,20191003,5,2019,612,47,47770
17293,21962.207815535,822.7627734093311,81512,2000,20191002,태풍으로 인한 집중호우 및 하천범람에 의한 침수,0.658,제18호 태풍 미탁,0400,20191003,2,2019,697,47,47930
17294,16745.91340065,709.9357136823204,33536,2000,20191002,태풍으로 인한 국지성호우 와 하천범람에 따른 침수,0.429,제18호 태풍 미탁,0400,20191003,1,2019,698,47,47930
17295,15258.38169533,569.0547359956382,33536,2000,20191002,태풍으로 인한 국지성호우 와 하천범람에 따른 침수,0.293,제18호 태풍 미탁,0400,20191003,1,2019,691,47,47930
17296,11132.66357094,564.3534092719783,40814,2000,20191002,태풍으로 인한 집중호우 및 하천범람에 의한 침수,0.342,제18호 태풍 미탁,0400,20191003,1,2019,695,47,47930
17311,10355.784087435,454.0581655523038,6664,2300,20191002,배수불량으로 인한 하천 역류,1.457,제18호 태풍 미탁,0300,20191003,3,2019,527,47,47760
17312,18081.938674255,952.8669363367476,19029,2300,20191002,배수 불량,0.483,제18호 태풍 미탁,0300,20191003,1,2019,513,47,47760
17313,4403.06176171,268.1596261808911,7258,2200,20191002,하천범람,0.7,제18호 태풍 미탁,0300,20191003,2,2019,515,47,47760
17314,5140.22071691,580.709922680789,93062,2300,20191002,배수불량으로 인한 하천 역류,1.6,제18호 태풍 미탁,0300,20191003,4,2019,521,47,47760
17315,11524.896096835,712.1217008312458,29735,2300,20191002,배수불량으로 인한 하천 역류,0.44,제18호 태풍 미탁,0300,20191003,1,2019,514,47,47760
17307,3738.85984349,255.69523449959877,11472,2300,20191002,구거로 하천 역류에 따른 침수,0.477,제18호 태풍 미탁,0300,20191003,1,2019,510,47,47760
17308,373.540676005,86.70099396776833,240,0000,20191002,소하천 범람,0.423,제18호 태풍 미탁,0300,20191003,1,2019,505,47,47760
17309,5745.118794255,796.5574578294458,3698,2300,20191002,배수불량으로 인한 하천 역류,0.53,제18호 태풍 미탁,0300,20191003,2,2019,530,47,47760
17310,9271.256630965,389.73141930983616,9894,0000,20191002,하천범람,2.4,제18호 태풍 미탁,0300,20191003,5,2019,520,47,47760
17316,3775.394729905,290.4356292092598,93062,2300,20191002,배수불량으로 인한 하천 역류,2.247,제18호 태풍 미탁,0300,20191003,5,2019,517,47,47760
17317,1122.41106914,183.80620994689212,7258,2200,20191002,하천범람,1.2,제18호 태풍 미탁,0300,20191003,3,2019,524,47,47760
17318,108421.340144605,1971.2542455606635,86766,2300,20191002,내수침수 및 하천범람,2.623,제 18호 태풍 미탁,0800,20191003,5,2019,609,47,47770
17319,94119.799094105,1703.7036314718985,110875,2300,20191002,내수침수,1.367,제 18호 태풍 미탁,0800,20191003,3,2019,613,47,47770
17320,106433.595326625,1756.41781803778,141369,2300,20191002,내수침수 및 하천범람,3.31,제 18호 태풍 미탁,0800,20191003,6,2019,618,47,47770
17321,52735.712338035,1089.8568394944893,81310,0000,20191002,내수침수,1.429,제 18호 태풍 미탁,0800,20191003,3,2019,616,47,47770
17322,63718.61362436,1006.2769944940549,81310,0000,20191002,내수침수,0.806,제 18호 태풍 미탁,0800,20191003,2,2019,607,47,47770
17338,1016.976080955,230.6900773527916,24771,1600,20190922,국지성집중호우,0.065,제  17호 태풍 타파,0900,20190924,1,2019,436,47,47111
17339,23727.71004092,686.825971635902,24771,1600,20190922,국지성집중호우,1.188,제  17호 태풍 타파,0900,20190924,3,2019,438,47,47111
17340,13180.83719949,542.6742419004129,24771,1600,20190922,국지성집중호우,0.739,제  17호 태풍 타파,0900,20190924,2,2019,437,47,47111
17341,59292.362197705,1626.894844721381,141369,2300,20191002,내수침수 및 하천범람,2.744,제 18호 태풍 미탁,0800,20191003,5,2019,617,47,47770
17342,30887.752090375,1043.8907017350186,141369,2300,20191002,내수침수 및 하천범람,2.406,제 18호 태풍 미탁,0800,20191003,5,2019,614,47,47770
17343,1694.613288055,212.70304846746382,86766,2300,20191002,내수침수 및 하천범람,3.012,제 18호 태풍 미탁,0800,20191003,6,2019,611,47,47770
17344,9781.444527,412.45331399043715,81310,0000,20191002,내수침수,2.024,제 18호 태풍 미탁,0800,20191003,5,2019,610,47,47770
17345,20116.64915103,759.8232836127308,116032,2200,20191002,국지성 집중호우,0.266,제18호 태풍 미탁,1200,20191003,1,2019,629,47,47840
17346,7237.040309795,349.3613319510645,116032,2200,20191002,국지성 집중호우,0.264,제18호 태풍 미탁,1200,20191003,1,2019,628,47,47840
17347,13328.12661165,523.4311843957431,181125,2200,20191002,국지성집중호우,0.267,제18호 태풍 미탁,1200,20191003,1,2019,625,47,47840
17348,76285.659291815,1681.9238267376131,181125,2200,20191002,국지성집중호우,0.487,제18호 태풍 미탁,1200,20191003,1,2019,624,47,47840
17355,8637.492950895,454.51401048529783,61884,1200,20191003,국지성집중호우,0.562,제18호태풍미탁,0900,20191004,2,2019,439,47,47113
17356,42795.530561325,1204.7301205346398,61884,1200,20191003,국지성집중호우,1.096,제18호태풍미탁,0900,20191004,3,2019,441,47,47113
17357,43459.578314255,1845.120470511569,61884,1200,20191003,국지성집중호우,0.509,제18호태풍미탁,0900,20191004,2,2019,440,47,47113
17358,7650.12470924,445.67394198456697,29962,1200,20191003,국지성집중호우,0.255,제18호태풍미탁,0900,20191004,1,2019,443,47,47113
17359,5754.226687825,322.322518087349,7258,2200,20191002,하천범람,0.5,제18호 태풍 미탁,0300,20191003,2,2019,522,47,47760
17360,21231.77683038,606.9354937790929,20008,0000,20191002,배수불량으로 인한 하천 역류,1.25,제18호 태풍 미탁,0300,20191003,3,2019,518,47,47760
17361,11459.70634181,441.294587652256,19029,2300,20191002,배수 불량,0.832,제18호 태풍 미탁,0300,20191003,2,2019,526,47,47760
17362,13834.929589985,467.62350545705465,20275,2300,20191002,구거배수불량,1,탁제18호태풍미,0300,20191003,3,2019,535,47,47760
17363,3146.960409465,252.9728341596762,20275,2300,20191002,구거배수불량,0.2,탁제18호태풍미,0300,20191003,1,2019,542,47,47760
17364,5030.058568195,278.8758152594639,7418,2300,20191002,배수불량,0.8,제18호태풍미탁,0300,20191003,2,2019,533,47,47760
17365,4530.60347612,318.2205510222524,2911,2300,20191002,배수불량,0.3,제18호태풍미탁,0300,20191003,1,2019,541,47,47760
17366,2796.70883794,296.6727105227116,2672,2300,20191002,하천범람,0.3,제18호태풍미탁,0300,20191003,1,2019,540,47,47760
17367,9303.327180525,398.5349670343403,5978,2300,20191002,배수불량,0.3,제18호태풍미탁,0300,20191003,1,2019,532,47,47760
17368,2678.56484501,300.97985270828644,2929,2300,20191002,인근저수지붕괴,0.9,제18호태풍미탁,0300,20191003,2,2019,534,47,47760
17369,4692.896067385,335.9750300371742,3012,2300,20191002,하천범람,0.4,제18호태풍미탁,0300,20191003,1,2019,544,47,47760
17370,14639.06906792,490.2641901387276,20275,2300,20191002,구거배수불량,0.5,탁제18호태풍미,0300,20191003,2,2019,537,47,47760
17371,3852.616428065,315.67375937693254,2475,2300,20191002,배수불량,0.6,제18호태풍미탁,0300,20191003,2,2019,531,47,47760
17372,1893.21303962,299.95672373440937,2929,2300,20191002,인근저수지붕괴,0.4,제18호태풍미탁,0300,20191003,1,2019,538,47,47760
17373,52426.46700421,1713.0011254186243,116032,2200,20191002,국지성 집중호우,0.659,제18호 태풍 미탁,1200,20191003,2,2019,621,47,47840
17374,33795.35771028,873.1954219259268,181125,2200,20191002,국지성집중호우,0.573,제18호 태풍 미탁,1200,20191003,2,2019,626,47,47840
17375,54462.08515529,1123.820078074066,181125,2200,20191002,국지성집중호우,0.55,제18호 태풍 미탁,1200,20191003,2,2019,630,47,47840
17376,91055.943457665,1732.114682678447,116032,2200,20191002,국지성 집중호우,0.637,제18호 태풍 미탁,1200,20191003,2,2019,620,47,47840
17377,98917.771761355,1391.9535182839124,181125,2200,20191002,국지성집중호우,0.561,제18호 태풍 미탁,1200,20191003,2,2019,622,47,47840
17378,7277.99290455,341.44069850092086,116032,2200,20191002,국지성 집중호우,0.339,제18호 태풍 미탁,1200,20191003,1,2019,623,47,47840
17379,6448.95247021,321.158680479958,116032,2200,20191002,국지성 집중호우,0.484,제18호 태풍 미탁,1200,20191003,1,2019,627,47,47840
17380,45348.97342359,989.3942529901612,288131,2200,20191002,국지성집중호우,1.146,제18호 태풍 미탁,1200,20191003,3,2019,654,47,47840
17381,32517.1676889,841.9066176734727,288131,2200,20191002,국지성집중호우,0.634,제18호 태풍 미탁,1200,20191003,2,2019,631,47,47840
17382,58101.80056264,1185.0822173200008,224343,2200,20191002,국지성집중호우,0.521,제18호 태풍 미탁,1200,20191003,2,2019,657,47,47840
17383,36073.25269858,775.7544526787034,224343,2200,20191002,국지성집중호우,0.505,제18호 태풍 미탁,1200,20191003,2,2019,643,47,47840
17384,16464.135769255,672.4001549340064,224343,2200,20191002,국지성집중호우,0.632,제18호 태풍 미탁,1200,20191003,2,2019,640,47,47840
17385,32541.17373242,785.054883102712,288131,2200,20191002,국지성집중호우,0.823,제18호 태풍 미탁,1200,20191003,2,2019,651,47,47840
17386,27152.179717605,697.3864513594517,224343,2200,20191002,국지성집중호우,0.391,제18호 태풍 미탁,1200,20191003,1,2019,638,47,47840
17387,35720.36074951,936.5573308232779,288131,2200,20191002,국지성집중호우,0.608,제18호 태풍 미탁,1200,20191003,2,2019,653,47,47840
17388,66743.293978555,1146.894467520833,288131,2200,20191002,국지성집중호우,1.316,제18호 태풍 미탁,1200,20191003,3,2019,658,47,47840
17389,14290.125065525,538.2699246885282,224343,2200,20191002,국지성집중호우,0.589,제18호 태풍 미탁,1200,20191003,2,2019,649,47,47840
